age	region	kids04	kids59	compositeHourlyWages	education	working	familyIncome
1365	35	Ontario	No	No	14.63	12	TRUE	21027
1366	40	Quebec	No	No	15	14	TRUE	34796
1367	37	Atlantic	No	Yes	17.48	15.3	TRUE	31806
1368	52	Atlantic	No	Yes	0	11.5	FALSE	899
1369	40	Ontario	No	No	15.85	14.5	TRUE	31367
1370	55	Atlantic	No	No	0	7	FALSE	1757
1371	57	Atlantic	No	No	0	9	FALSE	28631
1372	46	Prairies	No	No	19.2	17	TRUE	37410
1373	46	Quebec	No	No	9.25	11.5	TRUE	22529
1374	46	Quebec	No	No	10	9	TRUE	46941
1375	36	Ontario	No	No	5.75	14.3	TRUE	28774
1376	44	Atlantic	No	No	4.75	7	TRUE	17626
1377	54	Atlantic	No	No	0	12	FALSE	22687
1378	24	Prairies	No	No	0	12	FALSE	14787
1379	28	Quebec	Yes	No	10.71	13	TRUE	29531
1380	52	BC	No	No	13.94	16	TRUE	14082
1381	44	Atlantic	No	Yes	0	12	FALSE	52696
1382	51	Ontario	No	No	0	8.5	FALSE	28763
1383	41	Prairies	No	No	10.97	12.5	TRUE	44947
1384	55	Quebec	No	No	0	7	FALSE	24909
1385	24	Prairies	No	No	11.51	12.5	TRUE	25575
1386	39	Atlantic	No	No	6.26	12.9	TRUE	22557
1387	61	Ontario	No	No	0	11	FALSE	46708
1388	45	Ontario	No	Yes	8.7	12	TRUE	25145
1389	36	Atlantic	No	No	0	12	FALSE	4495
1390	34	Prairies	No	No	12	12.5	TRUE	28380
1391	31	Ontario	Yes	No	21.6	18	TRUE	30655
1392	25	Ontario	Yes	No	6.4	11.5	TRUE	22772
1393	42	Ontario	No	No	14.65	13.1	TRUE	46327
1394	36	Atlantic	No	No	0	10	FALSE	31112
1395	50	Prairies	No	No	0	12.5	FALSE	43590
1396	36	Ontario	No	Yes	0	17	FALSE	40206
1397	43	Atlantic	No	Yes	21.94	14	TRUE	22450
1398	51	Ontario	No	No	0	7	FALSE	0
1399	39	Atlantic	No	No	0	11	FALSE	36463
1400	39	Ontario	No	No	13.7	20	TRUE	59757
1401	38	Ontario	Yes	Yes	24	12	TRUE	39994
1402	35	Atlantic	Yes	Yes	0	12	FALSE	25196
1403	34	BC	Yes	No	16.8	18.5	TRUE	49592
1404	41	Quebec	No	Yes	0	12	FALSE	36252
1405	47	Prairies	No	No	0	12	FALSE	69141
1406	22	Quebec	No	No	0	16.1	FALSE	4059
1407	33	Atlantic	Yes	No	0	16	FALSE	39003
1408	30	Atlantic	Yes	Yes	11	11	TRUE	32795
1409	52	Atlantic	No	No	0	15	FALSE	65061
1410	53	Atlantic	No	No	0	9	FALSE	14172
1411	32	Prairies	Yes	Yes	17.6	14	TRUE	31561
1412	45	Ontario	No	No	13.25	14	TRUE	30031
1413	43	Atlantic	No	No	0	11	FALSE	29317
1414	36	Ontario	Yes	Yes	10.75	13.6	TRUE	39095
1415	60	Quebec	No	No	6.91	10	TRUE	19113
1416	45	Ontario	No	No	14.88	16	TRUE	1663
1417	42	Quebec	No	No	8.51	12	TRUE	27485
1418	41	Quebec	No	No	11.52	13	TRUE	30758
1419	63	Ontario	No	No	0	16.5	FALSE	11110
1420	24	Prairies	No	Yes	5.61	14.5	TRUE	22347
1421	28	Quebec	Yes	No	11.52	14	TRUE	34657
1422	54	Quebec	No	No	7.67	10	TRUE	48627
1423	51	Atlantic	No	No	21.22	15	TRUE	42660
1424	43	Quebec	No	No	0	9	FALSE	30872
1425	44	Atlantic	No	No	6.75	12	TRUE	40139
1426	49	Ontario	No	No	17.1	12	TRUE	45311
1427	55	Prairies	No	No	7.12	14	TRUE	3072
1428	31	Ontario	Yes	Yes	14.4	12	TRUE	52552
1429	40	Ontario	No	No	7.56	14	TRUE	22270
1430	30	Atlantic	Yes	No	0	12.5	FALSE	31507
1431	41	Atlantic	No	Yes	9.63	10	TRUE	17520
1432	54	Atlantic	No	No	7	8	TRUE	21963
1433	40	Ontario	No	No	22.08	20	TRUE	36262
1434	35	Prairies	No	No	8.25	12.5	TRUE	38189
1435	40	Atlantic	No	Yes	8.85	11	TRUE	20009
1436	57	Ontario	No	No	26.93	14	TRUE	22534
1437	37	Prairies	No	No	15.84	18.2	TRUE	50704
1438	37	Prairies	No	Yes	13.16	12	TRUE	99
1439	30	Ontario	Yes	No	19.2	19	TRUE	29733
1440	23	BC	Yes	No	0	12	FALSE	58593
1441	38	Ontario	Yes	Yes	22.27	20	TRUE	50819
1442	61	Prairies	Yes	No	0	12	FALSE	30523
1443	28	Atlantic	Yes	Yes	12.07	13	TRUE	42043
1444	26	Quebec	Yes	No	8.16	18	TRUE	32985
1445	39	Atlantic	No	No	0	12	FALSE	18220
1446	44	Prairies	No	No	13.31	14.1	TRUE	43170
1447	37	Quebec	No	No	23.75	11	TRUE	23256
1448	36	Ontario	No	Yes	12.48	12	TRUE	32456
1449	31	Ontario	Yes	No	23.04	16	TRUE	97181
1450	39	Quebec	No	No	13.16	14.1	TRUE	32924
1451	42	Ontario	No	Yes	0	12.5	FALSE	60262
1452	33	Ontario	Yes	Yes	11.88	12	TRUE	24531
1453	53	Ontario	No	No	0	5	FALSE	54412
1454	41	Quebec	No	Yes	6.5	10	TRUE	28766
1455	49	Ontario	No	No	31.74	17	TRUE	69440
1456	38	Ontario	No	Yes	24	15	TRUE	26217
1458	38	Prairies	Yes	Yes	0	16	FALSE	16550
1459	37	Quebec	No	No	0	10	FALSE	29831
1460	35	Prairies	No	No	12	12	TRUE	43996
1461	33	Prairies	No	No	0	11.5	FALSE	9973
1462	54	Prairies	No	No	10.56	12	TRUE	58272
1463	40	Prairies	Yes	Yes	0	12.5	FALSE	42716
1464	55	Prairies	No	No	12.25	13	TRUE	10985
1466	53	Quebec	No	No	35	18	TRUE	48793
1467	32	Ontario	Yes	Yes	12.86	14	TRUE	29496
1468	42	Ontario	No	No	13.8	11	TRUE	67539
1469	40	Ontario	No	Yes	8.75	10	TRUE	23553
1470	27	Atlantic	No	Yes	0	9	FALSE	0
1471	49	Prairies	No	No	0	12	FALSE	5296
1472	24	Ontario	No	No	15.5	14	TRUE	21514
1473	30	Ontario	Yes	No	0	14	FALSE	5694
1474	50	BC	No	No	20.97	12	TRUE	24068
1475	30	Quebec	Yes	Yes	6.5	14	TRUE	28577
1476	54	Atlantic	No	No	0	14	FALSE	27396
1477	35	Atlantic	No	Yes	9.48	12	TRUE	29437
1478	43	Prairies	No	No	5.92	12	TRUE	29217
1479	64	Ontario	No	No	0	12	FALSE	41800
1480	35	BC	Yes	Yes	0	14	FALSE	52850
1481	62	Prairies	No	No	0	8	FALSE	18459
1482	32	Prairies	No	Yes	0	14	FALSE	36178
1483	49	Prairies	No	No	0	12	FALSE	50522
1484	45	Quebec	No	No	0	13	FALSE	25232
1485	33	Atlantic	Yes	No	0	12	FALSE	14059
1486	39	Prairies	Yes	Yes	0	10	FALSE	13200
1487	31	Atlantic	Yes	No	15.99	17	TRUE	33055
1488	37	Atlantic	No	Yes	0	12	FALSE	37290
1489	54	Ontario	No	No	8.5	9	TRUE	11847
1490	48	Prairies	No	No	13.75	12.5	TRUE	49501
1491	45	Quebec	No	No	7.5	14	TRUE	32261
1492	59	Prairies	No	No	0	17	FALSE	66690
1493	49	BC	No	No	0	12	FALSE	26342
1494	27	Prairies	No	No	13.11	14	TRUE	18178
1495	51	Quebec	No	No	0	7	FALSE	36663
1496	34	Quebec	Yes	Yes	0	6	FALSE	12154
1497	39	Prairies	No	No	25.98	12.6	TRUE	42899
1498	39	Ontario	No	No	13.48	9	TRUE	41795
1499	63	Ontario	No	No	0	8	FALSE	12478
1500	48	Ontario	No	No	0	10	FALSE	48871
1501	35	Quebec	No	Yes	0	12.5	FALSE	24562
1502	60	Prairies	No	No	0	10	FALSE	44326
1503	31	BC	Yes	Yes	0	11	FALSE	12490
1504	32	Prairies	Yes	Yes	19.73	17.5	TRUE	26166
1505	58	Quebec	No	No	0	9	FALSE	40864
1507	51	Atlantic	No	No	0	15	FALSE	56315
1508	56	Ontario	No	No	19.97	13	TRUE	1915
1509	28	Prairies	No	No	14.25	13	TRUE	11881
1510	39	Ontario	No	No	13.7	15	TRUE	29546
1511	52	Ontario	No	No	0	11	FALSE	41175
1512	31	Prairies	Yes	No	18.72	16.6	TRUE	13677
1513	50	Prairies	No	No	0	12	FALSE	61553
1514	26	Atlantic	Yes	No	5.92	12	TRUE	7214
1515	35	BC	Yes	Yes	13	12.5	TRUE	48549
1516	52	Prairies	No	No	0	15	FALSE	28445
1517	39	BC	No	Yes	4.56	13.2	TRUE	51306
1518	26	BC	Yes	Yes	11.75	13	TRUE	34896
1520	38	Ontario	Yes	Yes	0	14	FALSE	45032
1521	52	Prairies	No	No	20.33	15	TRUE	16255
1522	61	BC	No	No	34.52	10.5	TRUE	28325
1523	32	BC	No	No	16.64	14	TRUE	24152
1524	31	Quebec	Yes	No	20	15	TRUE	33094
1525	39	Prairies	No	No	15	14	TRUE	45673
1526	49	Ontario	No	No	0	12.8	FALSE	80268
1527	43	Prairies	No	No	18	13	TRUE	34762
1528	60	Ontario	No	No	11.8	9	TRUE	16100
1529	55	Prairies	No	No	0	8	FALSE	45807
1530	43	BC	No	No	13.31	12.5	TRUE	24617
1531	45	Prairies	No	No	0	5	FALSE	41897
1532	36	Atlantic	No	No	10.75	11.5	TRUE	35192
1533	31	BC	No	Yes	13.4	12	TRUE	32743
1534	41	BC	No	No	15.36	12	TRUE	42095
1535	50	Atlantic	No	No	0	11.5	FALSE	20632
1537	62	Ontario	No	No	0	12	FALSE	9152
1538	45	Atlantic	No	No	13.65	20	TRUE	41788
1539	48	Quebec	No	No	23.08	18	TRUE	0
1540	52	Prairies	No	No	11.89	10	TRUE	14869
1541	41	Prairies	No	No	10.51	14	TRUE	38218
1543	32	Prairies	No	Yes	6.25	12	TRUE	29604
1544	48	Atlantic	No	No	5	11.5	TRUE	48168
1545	50	Atlantic	No	No	9.2	12.5	TRUE	23135
1546	44	Ontario	No	No	47.36	16	TRUE	56403
1547	65	BC	No	No	0	11	FALSE	22796
1548	41	Atlantic	No	No	0	15	FALSE	25805
1550	40	Quebec	No	Yes	24.96	18	TRUE	115021
1551	46	BC	No	No	20	15.3	TRUE	48438
1552	31	Ontario	Yes	No	12.48	12.5	TRUE	32309
1553	27	Atlantic	Yes	No	20	16.5	TRUE	51664
1554	30	Ontario	Yes	No	7.93	12	TRUE	21873
1555	36	Prairies	No	Yes	20.16	14	TRUE	33801
1556	33	Quebec	No	Yes	6.88	16	TRUE	42201
1557	58	Quebec	No	No	0	6	FALSE	32474
1558	51	Ontario	No	No	30.24	17	TRUE	66808
1559	43	Atlantic	No	No	19	14	TRUE	49820
1560	53	BC	No	No	0	15	FALSE	37063
1561	53	Ontario	No	No	18.75	18	TRUE	31947
1562	47	BC	No	No	0	18	FALSE	18409
1563	37	BC	Yes	No	21.5	11	TRUE	46884
1564	32	Prairies	Yes	No	0	14	FALSE	21541
1565	62	Quebec	No	No	0	17	FALSE	17070
1566	40	Prairies	Yes	No	0	12	FALSE	13835
1568	57	BC	No	Yes	26.62	11	TRUE	29680
1569	26	BC	No	No	12	16.5	TRUE	31746
1570	37	Prairies	No	No	0	11	FALSE	37148
1571	28	Ontario	Yes	No	7.08	17	TRUE	41983
1572	36	BC	No	No	12.96	12	TRUE	42403
1573	56	Quebec	No	No	6.2	5	TRUE	29646
1574	32	Ontario	Yes	Yes	15	13	TRUE	11601
1576	43	Atlantic	No	No	0	14	FALSE	40472
1577	46	Ontario	No	No	10	9	TRUE	56367
1578	29	Ontario	No	No	9.89	18	TRUE	32956
1579	27	Prairies	Yes	No	20.64	14	TRUE	10000
1580	32	Ontario	Yes	No	25	15	TRUE	37902
1581	30	Ontario	Yes	No	25	13	TRUE	32103
1582	36	Ontario	No	Yes	7.36	12.5	TRUE	60985
1583	35	Ontario	No	Yes	0	17	FALSE	85742
1584	59	Prairies	No	No	0	11	FALSE	32414
1585	42	BC	No	No	11.09	10.5	TRUE	21137
1586	49	BC	No	No	15.22	16	TRUE	40319
1587	35	Atlantic	No	No	0	12	FALSE	38456
1588	39	Quebec	No	Yes	19.77	15	TRUE	22623
1589	65	Quebec	No	No	0	12	FALSE	44279
1590	35	Quebec	No	No	0	12	FALSE	18130
1591	58	Prairies	No	No	0	16	FALSE	57635
1593	37	Atlantic	No	No	5	12.4	TRUE	23556
1594	30	Quebec	Yes	No	20.3	15.5	TRUE	21426
1595	65	Quebec	No	No	0	7	FALSE	15338
1596	48	Quebec	No	No	0	14	FALSE	36796
1597	31	Ontario	Yes	Yes	0	12	FALSE	28945
1598	28	Atlantic	Yes	Yes	12.05	14	TRUE	18194
1599	39	Atlantic	No	No	0	11.5	FALSE	39887
1600	53	Prairies	No	No	16.2	11	TRUE	43833
1601	49	Quebec	No	No	0	9.5	FALSE	41296
1602	34	Ontario	Yes	Yes	10	13	TRUE	24552
1603	65	Ontario	No	No	0	14.5	FALSE	43357
1604	38	Ontario	Yes	No	7.54	12	TRUE	33548
1605	55	Atlantic	No	No	0	8	FALSE	27043
1606	44	Prairies	No	No	0	13.3	FALSE	61997
1607	37	Atlantic	No	Yes	0	12	FALSE	26808
1608	57	Quebec	No	No	0	12	FALSE	18423
1609	41	Prairies	No	No	11	12	TRUE	33486
1610	40	Quebec	No	No	0	12	FALSE	19064
1611	29	BC	No	No	45.97	20	TRUE	7856
1612	28	Quebec	Yes	No	9.26	15	TRUE	6667
1613	56	BC	No	No	12.01	11	TRUE	42737
1614	32	Ontario	Yes	Yes	20.3	12	TRUE	17579
1615	56	Atlantic	No	No	0	12.5	FALSE	31546
1616	34	Ontario	No	Yes	0	12	FALSE	37964
1617	50	Atlantic	No	No	5.35	8	TRUE	11509
1619	42	Ontario	No	No	13.59	13	TRUE	38805
1623	34	Prairies	No	Yes	25.83	12	TRUE	32707
1624	44	Prairies	No	No	0	9	FALSE	17035
1625	55	Quebec	No	No	6	10	TRUE	21879
1626	60	Atlantic	No	No	0	12	FALSE	35297
1627	40	Quebec	No	Yes	9.76	12	TRUE	24140
1628	39	Ontario	No	No	9.6	12	TRUE	33456
1629	38	Quebec	No	No	0	16.3	FALSE	43547
1630	51	Atlantic	No	No	0	12	FALSE	16090
1632	29	Ontario	No	No	24.07	19	TRUE	35393
1633	33	Atlantic	Yes	Yes	10	13	TRUE	59264
1634	44	Atlantic	No	No	9.7	9	TRUE	38135
1635	23	Prairies	Yes	No	0	10	FALSE	6740
1636	44	Prairies	No	No	17.35	17.5	TRUE	49932
1638	24	Prairies	No	No	10.75	11.5	TRUE	34364
1639	62	BC	No	No	0	12	FALSE	33849
1640	29	Atlantic	Yes	No	0	16	FALSE	29437
1641	34	Atlantic	Yes	Yes	20.8	15	TRUE	223
1642	63	Atlantic	No	No	0	13	FALSE	22650
1643	46	Atlantic	No	Yes	0	11	FALSE	8127
1644	48	Quebec	No	No	14	13	TRUE	34484
1645	40	Atlantic	No	No	16.46	14	TRUE	35284
1646	45	BC	No	No	0	16.5	FALSE	72014
1647	31	Atlantic	Yes	No	11	12.5	TRUE	18296
1648	42	Quebec	No	No	13.71	11	TRUE	40479
1649	49	Atlantic	No	No	4.79	10	TRUE	41208
1650	58	BC	Yes	No	0	8	FALSE	50231
1651	36	Atlantic	No	No	0	8.5	FALSE	25875
1652	29	Quebec	Yes	No	7.71	15.5	TRUE	17614
1653	39	Prairies	No	No	15.91	15.8	TRUE	34769
1654	61	Quebec	No	No	0	9	FALSE	10851
1656	33	Ontario	Yes	Yes	3.64	13.5	TRUE	33244
1657	30	Ontario	Yes	Yes	19.2	12	TRUE	36783
1658	40	Atlantic	No	No	6	11	TRUE	24361
1659	21	Atlantic	No	No	8.88	12	TRUE	20732
1660	41	Prairies	No	No	0	7.7	FALSE	23515
1661	39	Ontario	No	No	0	12	FALSE	12622
1663	37	Quebec	No	No	7.5	9	TRUE	17092
1664	50	Atlantic	No	No	8.46	9.5	TRUE	17321
1665	38	Atlantic	No	Yes	7.71	12.5	TRUE	13368
1666	37	Ontario	No	Yes	10.18	15.3	TRUE	64283
1667	36	Ontario	No	No	0	8	FALSE	28905
1668	40	Quebec	No	No	0	13.4	FALSE	18570
1669	38	Atlantic	Yes	No	0	14.5	FALSE	27521
1670	34	Quebec	Yes	No	12.66	11	TRUE	24478
1671	34	Ontario	Yes	Yes	7	17	TRUE	61982
1672	30	Quebec	No	Yes	17.5	12	TRUE	18915
1673	32	Prairies	Yes	Yes	0	15	FALSE	39189
1674	53	Prairies	No	No	9.5	10	TRUE	52986
1675	41	Ontario	Yes	No	22.39	17.5	TRUE	31173
1676	42	Ontario	No	No	4.29	13	TRUE	20876
1677	39	Ontario	No	Yes	0	10	FALSE	30009
1678	53	Ontario	No	No	11.52	9	TRUE	39021
1679	35	Prairies	Yes	Yes	0	12	FALSE	43244
1680	62	Atlantic	No	No	0	11.5	FALSE	41920
1681	31	BC	No	No	27.3	17	TRUE	30507
1682	45	Ontario	No	No	6.53	10	TRUE	38405
1683	50	Prairies	No	No	0	14	FALSE	43051
1684	39	Prairies	No	No	12.72	13	TRUE	15121
1685	36	Atlantic	No	No	7.5	12.5	TRUE	18097
1686	61	Quebec	No	No	0	7	FALSE	53226
1687	52	BC	No	No	17.69	17.3	TRUE	68360
1688	59	Prairies	No	No	28.79	14	TRUE	37161
1690	55	Quebec	No	No	0	7	FALSE	9459
1691	31	Quebec	Yes	Yes	23.68	16	TRUE	26937
1692	49	Quebec	No	No	0	12	FALSE	7966
1693	25	Ontario	No	No	7.2	19	TRUE	36058
1695	59	BC	No	No	19.39	14.3	TRUE	51700
1696	39	Prairies	No	No	16.8	11	TRUE	63030
1697	33	Quebec	No	Yes	0	12	FALSE	28048
1698	23	Atlantic	No	No	5.5	12	TRUE	11115
1699	56	Quebec	No	No	0	6	FALSE	24662
1700	49	Ontario	No	No	0	13	FALSE	2984
1701	29	Atlantic	No	No	8.5	12	TRUE	23298
1702	43	Prairies	No	No	5.75	11	TRUE	16105
1703	39	Atlantic	Yes	Yes	15	15.1	TRUE	11539
1704	35	Quebec	No	Yes	12.8	13.6	TRUE	18968
1705	26	Quebec	Yes	Yes	0	13.5	FALSE	15211
1706	47	Prairies	No	No	9.6	14	TRUE	52187
1707	39	Prairies	No	No	19.2	16	TRUE	35856
1708	36	Ontario	No	Yes	18.56	13.1	TRUE	48544
1709	35	Ontario	Yes	No	12.81	15	TRUE	20070
1711	50	Atlantic	No	No	10	12	TRUE	39550
1712	45	BC	No	No	19	13	TRUE	50125
1713	35	Prairies	Yes	Yes	0	10.5	FALSE	52955
1714	50	Atlantic	No	No	7	10	TRUE	22154
1715	54	Ontario	No	No	25.8	12	TRUE	2628
1717	32	Prairies	No	Yes	0	12.5	FALSE	24940
1718	32	Ontario	No	Yes	0	14.5	FALSE	1846
1719	64	Quebec	No	No	0	7	FALSE	40746
1720	37	Prairies	No	Yes	9	9	TRUE	28044
1721	44	Ontario	No	Yes	20.64	14	TRUE	45514
1723	37	Prairies	No	Yes	20.98	14	TRUE	36242
1724	48	Atlantic	No	No	0	14.2	FALSE	43779
1725	59	Prairies	No	No	0	8	FALSE	398
1726	31	Quebec	No	Yes	0	10.5	FALSE	22938
1727	33	Quebec	Yes	Yes	0	8	FALSE	29853
1728	53	Quebec	No	No	0	7	FALSE	28187
1729	40	Quebec	No	No	7.5	12	TRUE	21951
1730	36	Ontario	No	No	11	10	TRUE	53080
1731	35	Ontario	Yes	Yes	22.4	15.1	TRUE	40450
1732	37	Atlantic	No	No	0	13	FALSE	25366
1733	24	Ontario	Yes	Yes	7.47	9.4	TRUE	26838
1734	55	Quebec	No	No	0	14	FALSE	48729
1735	32	Prairies	Yes	Yes	0	16	FALSE	19940
1736	46	BC	No	No	14.4	12.7	TRUE	54940
1737	42	Ontario	No	No	20.85	18	TRUE	38716
1738	30	Ontario	No	Yes	15.28	12	TRUE	28031
1740	25	Atlantic	No	No	6	14	TRUE	8066
1741	26	Ontario	Yes	No	7	13	TRUE	13460
1743	61	BC	No	No	0	10	FALSE	15668
1745	52	BC	Yes	No	13.17	10	TRUE	44501
1746	42	Prairies	No	No	12.56	12	TRUE	12802
1747	38	Ontario	No	No	5.69	10	TRUE	20814
1748	64	Atlantic	No	No	0	11.5	FALSE	60523
1749	41	Atlantic	No	No	7.5	9	TRUE	15177
1750	31	Prairies	No	No	7.66	12.5	TRUE	11792
1751	39	Prairies	No	No	0	12	FALSE	53750
1752	52	BC	No	No	20.76	13	TRUE	30696
1753	45	Ontario	Yes	No	16.32	14.5	TRUE	0
1754	30	Atlantic	Yes	Yes	0	12	FALSE	37882
1757	39	Prairies	Yes	Yes	6.79	12	TRUE	4762
1758	44	Atlantic	No	No	30.72	17.1	TRUE	34675
1759	36	Ontario	No	No	9.23	12	TRUE	38761
1761	31	Ontario	No	No	19.61	13.9	TRUE	12192
1762	50	Atlantic	No	No	13.11	12	TRUE	8407
1763	24	Atlantic	No	No	6	12.5	TRUE	0
1764	30	Prairies	Yes	No	0	9	FALSE	18163
1765	35	Ontario	No	No	27.79	18.1	TRUE	33078
1767	45	Atlantic	No	Yes	0	13	FALSE	50378
1768	39	Quebec	No	No	0	6	FALSE	28137
1769	60	Atlantic	No	No	0	9	FALSE	22302
1770	47	BC	No	No	0	15.1	FALSE	25440
1771	35	Prairies	No	Yes	10.26	12.3	TRUE	39920
1772	52	Prairies	No	No	0	7	FALSE	20440
1773	47	Ontario	No	No	6.63	12.5	TRUE	38022
1774	30	Quebec	No	Yes	0	12	FALSE	18237
1775	35	Prairies	Yes	No	12.92	12	TRUE	20936
1776	40	Ontario	No	No	18.24	14.1	TRUE	49618
1777	63	Quebec	No	No	0	8	FALSE	9920
1779	40	Atlantic	Yes	No	13.78	16	TRUE	21591
1780	34	Ontario	Yes	Yes	16.45	13	TRUE	17041
1781	45	BC	No	No	0	13	FALSE	73527
1782	50	Ontario	No	No	11.49	12	TRUE	31588
1783	61	Atlantic	No	No	0	14	FALSE	92888
1784	51	Ontario	No	No	0	11	FALSE	21613
1786	63	Quebec	No	No	0	6	FALSE	21228
1787	57	Prairies	No	No	10	8	TRUE	33998
1788	46	Prairies	No	Yes	0	16.6	FALSE	8516
1789	43	Ontario	No	Yes	14.59	18.1	TRUE	40899
1790	61	Atlantic	No	No	0	6	FALSE	20116
1791	41	Prairies	Yes	No	17	15	TRUE	38407
1792	55	Ontario	No	No	16.4	13	TRUE	48931
1793	22	Prairies	No	No	6.76	14.5	TRUE	6491
1794	56	Prairies	No	No	16.78	19	TRUE	32488
1795	37	Ontario	No	Yes	8.61	14.8	TRUE	25939
1796	42	Ontario	No	No	25.58	17.3	TRUE	9384
1797	38	Prairies	No	Yes	28.16	17	TRUE	25673
1798	30	Atlantic	No	Yes	5.25	13	TRUE	29263
1799	60	Quebec	No	No	0	12	FALSE	25249
1800	34	BC	No	Yes	0	11	FALSE	23595
1801	31	Ontario	No	Yes	9	14	TRUE	33835
1802	32	Atlantic	Yes	Yes	10.6	9	TRUE	14899
1803	43	Ontario	No	No	0	15	FALSE	20525
1804	42	Ontario	No	Yes	12.8	14	TRUE	39846
1805	32	Ontario	Yes	No	16	16	TRUE	41201
1807	49	Atlantic	No	No	17.53	15	TRUE	52361
1808	31	Ontario	Yes	No	18.03	15	TRUE	31836
1809	44	Quebec	No	Yes	16.18	13	TRUE	33358
1810	31	Prairies	Yes	Yes	0	9	FALSE	32455
1811	51	Prairies	No	No	14	12	TRUE	18235
1812	32	Ontario	Yes	No	0	14.5	FALSE	28183
1813	64	Prairies	No	No	0	12	FALSE	50694
1814	40	Atlantic	No	Yes	9.11	12	TRUE	7065
1815	37	Atlantic	No	No	0	13.5	FALSE	40206
1816	37	Quebec	No	No	0	10	FALSE	37080
1817	54	Ontario	No	No	0	11	FALSE	27842
1818	52	Prairies	No	No	5.5	9	TRUE	50174
1819	60	Atlantic	No	No	7.49	8	TRUE	25943
1820	40	Prairies	No	No	10.71	8.5	TRUE	28890
1821	55	Atlantic	No	No	3.33	11	TRUE	24853
1822	31	Ontario	No	Yes	7	12	TRUE	7956
1823	35	Atlantic	No	No	6.29	11	TRUE	26087
1824	41	Prairies	No	Yes	7.07	13	TRUE	11119
1825	55	Ontario	No	No	0	10	FALSE	16271
1826	55	Prairies	No	No	0	12.5	FALSE	30188
1827	25	Ontario	Yes	No	17.87	17	TRUE	31330
1828	47	Ontario	No	Yes	0	11.5	FALSE	34212
1829	50	Prairies	No	No	12	9.1	TRUE	14089
1830	65	Atlantic	Yes	No	0	12.5	FALSE	34462
1831	61	Atlantic	No	No	0	8	FALSE	22462
1832	37	Prairies	No	No	22.17	12	TRUE	27760
1833	40	Ontario	No	No	21	10	TRUE	28557
1834	28	Prairies	Yes	No	14.51	13	TRUE	21919
1835	32	Quebec	Yes	Yes	0	13	FALSE	22014
1836	46	BC	No	No	22.56	14	TRUE	66012
1838	43	Atlantic	No	Yes	9	16.9	TRUE	37395
1839	45	Atlantic	No	No	0	7	FALSE	29309
1840	59	Prairies	No	No	0	12	FALSE	37926
1841	45	Ontario	No	No	21.12	17	TRUE	73217
1842	39	Ontario	No	No	13.44	16.6	TRUE	31760
1843	30	Ontario	Yes	No	0	16.9	FALSE	19129
1845	35	BC	No	No	0	9.5	FALSE	0
1846	62	Atlantic	No	No	0	12	FALSE	9144
1847	46	Atlantic	No	No	0	11	FALSE	34030
1848	43	Ontario	No	No	0	13	FALSE	27217
1849	25	Ontario	No	No	13.63	13	TRUE	10909
1850	37	Atlantic	No	No	14.29	14.2	TRUE	5666
1851	29	BC	Yes	Yes	12.87	12.1	TRUE	35136
1852	30	BC	Yes	No	15.69	12	TRUE	37068
1853	26	Quebec	No	Yes	0	14	FALSE	33742
1854	45	Prairies	No	No	13.02	12	TRUE	43954
1855	49	Quebec	No	No	6.88	11	TRUE	49020
1856	51	Prairies	No	No	0	13	FALSE	47591
1857	44	Ontario	No	Yes	7.5	11.5	TRUE	27926
1858	34	Atlantic	Yes	No	20	16	TRUE	34588
1859	65	Ontario	No	No	0	12	FALSE	53834
1860	31	Ontario	No	Yes	21.3	10	TRUE	41114
1861	54	BC	No	No	25.58	15.5	TRUE	22212
1862	47	Ontario	No	No	0	8	FALSE	32814
1863	65	Quebec	No	No	0	11	FALSE	23661
1864	64	Prairies	No	No	0	15	FALSE	74962
1865	37	Prairies	No	Yes	10.49	15	TRUE	5420
1866	56	Prairies	No	No	0	0	FALSE	34571
1867	47	Quebec	No	No	0	7	FALSE	16284
1868	35	Ontario	No	No	23.04	12	TRUE	87684
1869	53	Ontario	No	No	13.82	10	TRUE	46496
1870	65	Atlantic	No	No	0	7	FALSE	5915
1871	49	Quebec	No	No	0	9	FALSE	46994
1872	54	Ontario	No	No	0	11	FALSE	28202
1873	57	Atlantic	Yes	No	0	13	FALSE	47475
1874	59	Ontario	No	No	16.7	19	TRUE	15694
1875	36	Prairies	Yes	No	0	17.5	FALSE	14967
1876	34	Atlantic	Yes	Yes	10.52	16	TRUE	27350
1877	63	Quebec	No	No	0	8	FALSE	26255
1878	51	Quebec	No	No	0	11	FALSE	36153
1879	29	Quebec	Yes	No	0	18	FALSE	36917
1880	34	Ontario	No	Yes	0	14	FALSE	31157
1881	40	Atlantic	No	Yes	5.36	11	TRUE	25396
1882	54	Prairies	No	No	10.97	11	TRUE	29394
1883	41	Atlantic	No	No	21.28	16	TRUE	33711
1884	48	Ontario	No	No	0	12	FALSE	88811
1886	39	Quebec	No	No	13.63	12	TRUE	42637
1887	50	Atlantic	No	No	0	10.5	FALSE	17850
1888	40	Ontario	No	Yes	35.2	14	TRUE	38167
1889	65	Ontario	No	No	6.71	12	TRUE	11401
1890	54	Atlantic	Yes	No	16.9	16	TRUE	24892
1891	60	Ontario	No	No	0	10	FALSE	62756
