household province population weight education gender age income voted
2069 QC 5996930 6153.85 lessHS Male 67 30-59 NA
352 QC 5996930 9230.78 HS Male 25 30-59 Yes
2188 QC 5996930 6153.85 college Female 83 60-89 Yes
376 QC 5996930 9230.78 somePS Female 48 110+ NA
2899 QC 5996930 3076.93 HS Female 29 30-59 Yes
3266 QC 5996930 3076.93 higher Male 81 60-89 Yes
165 QC 5996930 12307.71 somePS Female 21 110+ Yes
2511 QC 5996930 3076.93 lessHS Male 69 <30 Yes
3352 QC 5996930 3076.93 HS Male 59 <30 Yes
5 QC 5996930 6153.85 HS Female 65 30-59 Yes
2237 QC 5996930 6153.85 higher Male 59 110+ Yes
3353 QC 5996930 3076.93 somePS Female 59 <30 NA
2615 QC 5996930 3076.93 higher Female 47 <30 NA
765 QC 5996930 6153.85 bachelors Female 45 30-59 Yes
1711 QC 5996930 6153.85 higher Male 31 90:109 No
2872 QC 5996930 3076.93 higher Female 46 <30 Yes
295 QC 5996930 9230.78 HS Male 51 30-59 Yes
3218 QC 5996930 3076.93 higher Male 37 <30 Yes
2512 QC 5996930 3076.93 lessHS Female 83 <30 NA
2238 QC 5996930 6153.85 college Female 23 <30 Yes
3012 QC 5996930 3076.93 HS Female 30 <30 Yes
1984 QC 5996930 6153.85 bachelors Female 44 90:109 Yes
189 QC 5996930 12307.71 college Male 50 60-89 Yes
353 QC 5996930 9230.78 college Female 20 <30 Yes
354 QC 5996930 9230.78 HS Male 19 110+ No
3354 QC 5996930 3076.93 somePS Female 34 <30 NA
2094 QC 5996930 6153.85 higher Female 48 110+ No
2700 QC 5996930 3076.93 HS Female NA 30-59 NA
3355 QC 5996930 3076.93 higher Female 37 <30 Yes
2454 QC 5996930 3076.93 lessHS Female 64 30-59 Yes
238 QC 5996930 9230.78 HS Female 53 60-89 NA
2241 QC 5996930 6153.85 bachelors Female 38 60-89 Yes
2527 QC 5996930 3076.93 bachelors Female NA NA Yes
836 QC 5996930 6153.85 college Female 38 110+ Yes
3456 QC 5996930 3076.93 NA Male NA NA NA
3356 QC 5996930 3076.93 college Male 44 NA Yes
142 QC 5996930 12307.71 bachelors Female 23 90:109 Yes
3215 QC 5996930 3076.93 bachelors Female 40 30-59 No
2014 QC 5996930 6153.85 HS Female 38 60-89 No
2242 QC 5996930 6153.85 higher Male 56 110+ No
1786 QC 5996930 6153.85 bachelors Female 27 110+ Yes
3226 QC 5996930 3076.93 bachelors Female 60 NA Yes
2070 QC 5996930 6153.85 college Female 58 90:109 Yes
2095 QC 5996930 6153.85 bachelors Female 70 30-59 Yes
3268 QC 5996930 3076.93 bachelors Female 62 30-59 Yes
2243 QC 5996930 6153.85 bachelors Male 56 90:109 Yes
2244 QC 5996930 6153.85 HS Female 61 60-89 Yes
767 QC 5996930 6153.85 bachelors Male 34 90:109 Yes
3049 QC 5996930 3076.93 college Female 38 30-59 Yes
2189 QC 5996930 6153.85 college Male 29 90:109 Yes
732 QC 5996930 6153.85 bachelors Female 27 90:109 NA
2246 QC 5996930 6153.85 HS Female 36 60-89 Yes
2247 QC 5996930 6153.85 lessHS Male 65 NA NA
2071 QC 5996930 6153.85 college Female 59 60-89 Yes
86 QC 5996930 12307.71 bachelors Female 60 60-89 NA
2248 QC 5996930 6153.85 bachelors Male 31 30-59 Yes
3358 QC 5996930 3076.93 higher Female 43 30-59 No
3359 QC 5996930 3076.93 somePS Female 45 30-59 NA
2249 QC 5996930 6153.85 college Male 26 60-89 Yes
3269 QC 5996930 3076.93 higher Male 58 90:109 Yes
3360 QC 5996930 3076.93 bachelors Female 36 30-59 NA
3361 QC 5996930 3076.93 bachelors Female 66 30-59 Yes
2250 QC 5996930 6153.85 HS Female 44 90:109 Yes
3362 QC 5996930 3076.93 HS Female 56 60-89 NA
211 QC 5996930 9230.78 college Male 45 90:109 Yes
2096 QC 5996930 6153.85 lessHS Male 81 <30 No
1381 QC 5996930 6153.85 HS Male 80 <30 NA
2900 QC 5996930 3076.93 lessHS Female 64 <30 NA
1075 QC 5996930 6153.85 bachelors Male 57 NA No
2701 QC 5996930 3076.93 bachelors Female 41 30-59 NA
2251 QC 5996930 6153.85 bachelors Male 32 60-89 Yes
768 QC 5996930 6153.85 college Male 35 110+ NA
2097 QC 5996930 6153.85 HS Male 54 30-59 NA
3364 QC 5996930 3076.93 bachelors Male 31 60-89 Yes
2455 QC 5996930 3076.93 lessHS Female 79 <30 NA
744 QC 5996930 6153.85 HS Male 73 30-59 Yes
3365 QC 5996930 3076.93 bachelors Female 51 <30 No
2450 QC 5996930 3076.93 lessHS Female 61 <30 No
733 QC 5996930 6153.85 HS Male 35 90:109 Yes
2252 QC 5996930 6153.85 college Female 67 30-59 Yes
2253 QC 5996930 6153.85 HS Male 39 90:109 No
1654 QC 5996930 6153.85 bachelors Female 40 110+ Yes
1445 QC 5996930 6153.85 somePS Female 68 60-89 Yes
1446 QC 5996930 6153.85 higher Female 51 110+ Yes
1986 QC 5996930 6153.85 college Male 63 60-89 NA
84 QC 5996930 12307.71 somePS Male 46 30-59 Yes
2027 QC 5996930 6153.85 higher Female 33 110+ NA
2254 QC 5996930 6153.85 HS Male 21 <30 NA
2901 QC 5996930 3076.93 bachelors Male 51 60-89 Yes
3366 QC 5996930 3076.93 HS Female 59 <30 No
2072 QC 5996930 6153.85 lessHS Female 80 NA Yes
3367 QC 5996930 3076.93 bachelors Female 23 30-59 Yes
1737 QC 5996930 6153.85 lessHS Female 34 30-59 NA
1736 QC 5996930 6153.85 HS Male 40 NA Yes
2874 QC 5996930 3076.93 HS Female 58 30-59 NA
2255 QC 5996930 6153.85 bachelors Male 45 60-89 Yes
404 QC 5996930 9230.78 lessHS Female 50 <30 Yes
2565 QC 5996930 3076.93 college Female 38 <30 Yes
3087 QC 5996930 3076.93 HS Male 31 <30 No
769 QC 5996930 6153.85 lessHS Female 48 30-59 No
176 QC 5996930 12307.71 HS Female 23 <30 No
343 QC 5996930 9230.78 lessHS Male 51 60-89 Yes
841 QC 5996930 6153.85 higher Male 43 110+ Yes
3157 QC 5996930 3076.93 HS Male 77 30-59 Yes
2190 QC 5996930 6153.85 lessHS Female 68 30-59 Yes
1807 QC 5996930 6153.85 HS Female 38 30-59 Yes
2256 QC 5996930 6153.85 higher Male 44 110+ Yes
3227 QC 5996930 3076.93 HS Female 31 30-59 NA
505 QC 5996930 9230.78 college Male 55 110+ Yes
493 QC 5996930 9230.78 college Female 53 NA Yes
770 QC 5996930 6153.85 bachelors Female 79 30-59 Yes
2257 QC 5996930 6153.85 HS Female 28 <30 Yes
1448 QC 5996930 6153.85 higher Male 45 60-89 NA
2191 QC 5996930 6153.85 bachelors Female 58 90:109 NA
1350 QC 5996930 6153.85 bachelors Female 53 <30 NA
2258 QC 5996930 6153.85 bachelors Male 33 110+ Yes
2502 QC 5996930 3076.93 somePS Male 51 30-59 NA
2259 QC 5996930 6153.85 bachelors Female 29 30-59 Yes
356 QC 5996930 9230.78 HS Female 58 30-59 NA
3323 QC 5996930 3076.93 bachelors Female 58 30-59 Yes
1397 QC 5996930 6153.85 HS Male 67 60-89 NA
506 QC 5996930 9230.78 HS Male 53 30-59 No
771 QC 5996930 6153.85 higher Male 39 NA NA
477 QC 5996930 9230.78 lessHS Female 87 30-59 NA
2007 QC 5996930 6153.85 somePS Male 53 30-59 Yes
3270 QC 5996930 3076.93 bachelors Male 27 30-59 Yes
2528 QC 5996930 3076.93 HS Male 67 30-59 Yes
478 QC 5996930 9230.78 somePS Male 56 110+ Yes
3368 QC 5996930 3076.93 higher Female 66 <30 No
2260 QC 5996930 6153.85 higher Male 50 90:109 Yes
3324 QC 5996930 3076.93 lessHS Male 55 NA Yes
842 QC 5996930 6153.85 lessHS Female 83 30-59 NA
2028 QC 5996930 6153.85 college Female 33 30-59 Yes
613 QC 5996930 6153.85 bachelors Female 45 110+ Yes
2261 QC 5996930 6153.85 college Female 30 90:109 Yes
2192 QC 5996930 6153.85 bachelors Female 67 90:109 Yes
2456 QC 5996930 3076.93 bachelors Female 47 60-89 Yes
1449 QC 5996930 6153.85 lessHS Male 46 30-59 Yes
614 QC 5996930 6153.85 college Female 50 60-89 Yes
2262 QC 5996930 6153.85 HS Male 51 110+ NA
2263 QC 5996930 6153.85 college Female 41 60-89 Yes
3271 QC 5996930 3076.93 somePS Female 70 30-59 Yes
3325 QC 5996930 3076.93 lessHS Female 76 30-59 Yes
3326 QC 5996930 3076.93 HS Male 48 <30 NA
1398 QC 5996930 6153.85 bachelors Female 46 <30 Yes
357 QC 5996930 9230.78 HS Female 60 30-59 Yes
2264 QC 5996930 6153.85 bachelors Female 30 60-89 NA
2497 QC 5996930 3076.93 bachelors Female 31 30-59 Yes
3369 QC 5996930 3076.93 college Female 41 60-89 Yes
1077 QC 5996930 6153.85 bachelors Male NA 30-59 NA
1384 QC 5996930 6153.85 bachelors Female 43 30-59 No
2098 QC 5996930 6153.85 college Male 45 110+ Yes
3327 QC 5996930 3076.93 lessHS Male 69 <30 Yes
3370 QC 5996930 3076.93 college Male 55 <30 NA
672 QC 5996930 6153.85 lessHS Male 63 30-59 NA
734 QC 5996930 6153.85 college Female 42 60-89 Yes
2266 QC 5996930 6153.85 bachelors Male 42 NA NA
3371 QC 5996930 3076.93 college Male 42 30-59 Yes
1078 QC 5996930 6153.85 HS Male 54 30-59 NA
508 QC 5996930 9230.78 higher Male 51 110+ Yes
2267 QC 5996930 6153.85 college Female 27 30-59 NA
539 QC 5996930 6153.85 HS Female 65 30-59 NA
2268 QC 5996930 6153.85 HS Male 25 <30 Yes
2457 QC 5996930 3076.93 bachelors Male 69 60-89 No
3372 QC 5996930 3076.93 HS Male 48 30-59 Yes
833 QC 5996930 6153.85 HS Female 45 30-59 NA
2030 QC 5996930 6153.85 somePS Male 56 30-59 NA
2269 QC 5996930 6153.85 higher Male 57 110+ Yes
2478 QC 5996930 3076.93 lessHS Male 57 <30 Yes
526 QC 5996930 9230.78 somePS Female 19 30-59 Yes
296 QC 5996930 9230.78 bachelors Female 46 110+ Yes
548 QC 5996930 6153.85 higher Male 52 110+ Yes
2946 QC 5996930 3076.93 HS Male 71 NA NA
3373 QC 5996930 3076.93 higher Female 39 30-59 NA
53 QC 5996930 15384.63 college Male 41 30-59 Yes
2004 QC 5996930 6153.85 bachelors Male 64 30-59 NA
615 QC 5996930 6153.85 bachelors Male 64 30-59 NA
906 QC 5996930 6153.85 higher Female 35 30-59 Yes
2101 QC 5996930 6153.85 somePS Male 76 90:109 Yes
2271 QC 5996930 6153.85 somePS Female 53 NA Yes
3429 QC 5996930 3076.93 HS Male 63 NA NA
616 QC 5996930 6153.85 college Male 61 60-89 Yes
2503 QC 5996930 3076.93 college Female 73 30-59 NA
2193 QC 5996930 6153.85 bachelors Female 24 30-59 NA
479 QC 5996930 9230.78 HS Female 63 110+ Yes
2194 QC 5996930 6153.85 lessHS Female 71 <30 Yes
2009 QC 5996930 6153.85 higher Female 40 90:109 Yes
509 QC 5996930 9230.78 college Female 37 30-59 Yes
2273 QC 5996930 6153.85 bachelors Female 28 30-59 NA
1712 QC 5996930 6153.85 college Female 54 NA Yes
926 QC 5996930 6153.85 HS Female NA NA NA
358 QC 5996930 9230.78 somePS Male 27 110+ Yes
2195 QC 5996930 6153.85 bachelors Female 50 110+ Yes
1738 QC 5996930 6153.85 lessHS Female 71 <30 NA
2611 QC 5996930 3076.93 bachelors Female 26 30-59 Yes
1742 QC 5996930 6153.85 HS Male 65 <30 Yes
3328 QC 5996930 3076.93 HS Female 65 <30 Yes
617 QC 5996930 6153.85 HS Male 63 110+ Yes
2875 QC 5996930 3076.93 HS Female 79 30-59 Yes
642 QC 5996930 6153.85 HS Male 40 110+ Yes
2274 QC 5996930 6153.85 bachelors Male 36 90:109 Yes
3374 QC 5996930 3076.93 HS Female 54 30-59 Yes
3375 QC 5996930 3076.93 bachelors Female 49 110+ Yes
1079 QC 5996930 6153.85 lessHS Female 79 <30 No
3299 QC 5996930 3076.93 bachelors Female 48 <30 Yes
2876 QC 5996930 3076.93 lessHS Female 79 <30 No
180 QC 5996930 12307.71 college Male 26 110+ NA
540 QC 5996930 6153.85 lessHS Male 39 <30 NA
2031 QC 5996930 6153.85 college Male 30 60-89 NA
1713 QC 5996930 6153.85 somePS Male 41 60-89 Yes
480 QC 5996930 9230.78 college Female 52 90:109 Yes
868 QC 5996930 6153.85 HS Male 31 110+ Yes
3376 QC 5996930 3076.93 HS Female 45 <30 Yes
462 QC 5996930 9230.78 college Male 23 30-59 Yes
2196 QC 5996930 6153.85 college Female 24 60-89 Yes
2275 QC 5996930 6153.85 HS Female NA NA Yes
618 QC 5996930 6153.85 bachelors Female 47 90:109 Yes
619 QC 5996930 6153.85 bachelors Male 79 30-59 Yes
297 QC 5996930 9230.78 HS Female 56 90:109 Yes
3220 QC 5996930 3076.93 college Female 43 90:109 NA
772 QC 5996930 6153.85 college Female 48 60-89 NA
3186 QC 5996930 3076.93 bachelors Female 35 <30 NA
3252 QC 5996930 3076.93 lessHS Female 76 NA NA
510 QC 5996930 9230.78 HS Female 28 30-59 No
2952 QC 5996930 3076.93 somePS Male 51 90:109 No
1529 QC 5996930 6153.85 somePS Male 61 60-89 Yes
3228 QC 5996930 3076.93 college Male 50 30-59 Yes
3225 QC 5996930 3076.93 college Female 60 30-59 Yes
65 QC 5996930 12307.71 college Male 58 30-59 Yes
4 QC 5996930 3076.93 bachelors Female 36 60-89 NA
511 QC 5996930 9230.78 lessHS Female 49 110+ NA
2276 QC 5996930 6153.85 college Male 59 110+ Yes
1527 QC 5996930 6153.85 HS Female NA 30-59 NA
2577 QC 5996930 3076.93 college Male 59 30-59 Yes
2103 QC 5996930 6153.85 somePS Female 22 30-59 NA
2277 QC 5996930 6153.85 HS Female 41 60-89 No
1080 QC 5996930 6153.85 HS Female 66 60-89 Yes
2197 QC 5996930 6153.85 HS Female 60 60-89 Yes
470 QC 5996930 9230.78 higher Female 42 110+ Yes
3229 QC 5996930 3076.93 bachelors Female 31 NA NA
3377 QC 5996930 3076.93 college Female 38 60-89 Yes
620 QC 5996930 6153.85 college Male 60 NA Yes
3329 QC 5996930 3076.93 bachelors Male 68 30-59 NA
2032 QC 5996930 6153.85 bachelors Female 43 110+ Yes
2278 QC 5996930 6153.85 higher Male 36 90:109 NA
2279 QC 5996930 6153.85 college Female 37 60-89 Yes
2404 QC 5996930 6153.85 bachelors Female 43 NA Yes
2198 QC 5996930 6153.85 lessHS Female 68 30-59 NA
3378 QC 5996930 3076.93 bachelors Female 69 <30 Yes
621 QC 5996930 6153.85 HS Female 71 30-59 Yes
374 QC 5996930 9230.78 college Male 61 90:109 Yes
2104 QC 5996930 6153.85 HS Female 50 <30 Yes
3272 QC 5996930 3076.93 bachelors Female 57 30-59 NA
735 QC 5996930 6153.85 higher Female 37 60-89 NA
420 QC 5996930 9230.78 bachelors Male 51 90:109 Yes
239 QC 5996930 9230.78 higher Female 55 NA NA
2280 QC 5996930 6153.85 college Male 28 30-59 NA
3379 QC 5996930 3076.93 bachelors Female 72 30-59 NA
64 QC 5996930 12307.71 HS Female 53 30-59 NA
2407 QC 5996930 6153.85 higher Male 57 110+ Yes
1081 QC 5996930 6153.85 bachelors Female 48 90:109 NA
2458 QC 5996930 3076.93 lessHS Female 78 30-59 Yes
2281 QC 5996930 6153.85 higher Female 37 60-89 Yes
2566 QC 5996930 3076.93 lessHS Female 54 NA Yes
33 QC 5996930 15384.63 college Female 75 NA Yes
1399 QC 5996930 6153.85 lessHS Female 19 <30 NA
2702 QC 5996930 3076.93 higher Female 61 110+ NA
3 QC 5996930 6153.85 bachelors Female 58 110+ Yes
2902 QC 5996930 3076.93 lessHS Male 82 30-59 Yes
2420 QC 5996930 6153.85 NA Female NA NA NA
3330 QC 5996930 3076.93 HS Female 65 <30 Yes
2387 QC 5996930 6153.85 college Female 26 30-59 NA
773 QC 5996930 6153.85 HS Female 70 NA Yes
2199 QC 5996930 6153.85 HS Female 29 30-59 No
3381 QC 5996930 3076.93 HS Female 58 30-59 NA
549 QC 5996930 6153.85 college Male 37 60-89 NA
1528 QC 5996930 6153.85 college Female 51 30-59 No
164 QC 5996930 12307.71 bachelors Male 61 90:109 NA
623 QC 5996930 6153.85 college Female 28 60-89 NA
2033 QC 5996930 6153.85 HS Female 31 60-89 Yes
1 QC 5996930 6153.85 lessHS Female 78 <30 NA
3230 QC 5996930 3076.93 college Female 64 60-89 Yes
3253 QC 5996930 3076.93 bachelors Female 70 NA Yes
162 QC 5996930 12307.71 HS Female 21 90:109 NA
68 QC 5996930 12307.71 bachelors Male 31 90:109 NA
774 QC 5996930 6153.85 higher Female 50 110+ NA
2283 QC 5996930 6153.85 HS Female 69 NA Yes
3383 QC 5996930 3076.93 bachelors Male 32 30-59 Yes
2200 QC 5996930 6153.85 bachelors Female 44 60-89 Yes
471 QC 5996930 9230.78 HS Female 48 30-59 Yes
688 QC 5996930 6153.85 college Female 21 30-59 Yes
2284 QC 5996930 6153.85 HS Female 49 <30 NA
531 QC 5996930 9230.78 higher Female 46 NA NA
2703 QC 5996930 3076.93 lessHS Female 62 <30 Yes
843 QC 5996930 6153.85 college Female 38 110+ Yes
2106 QC 5996930 6153.85 bachelors Male 75 NA Yes
344 QC 5996930 9230.78 lessHS Female 83 <30 Yes
50 QC 5996930 15384.63 college Female 52 90:109 Yes
3384 QC 5996930 3076.93 higher Female 62 30-59 NA
3231 QC 5996930 3076.93 college Female 64 30-59 Yes
2015 QC 5996930 6153.85 higher Male 46 30-59 Yes
3331 QC 5996930 3076.93 somePS Female 41 30-59 NA
716 QC 5996930 6153.85 HS Male 18 30-59 Yes
2201 QC 5996930 6153.85 HS Female 38 60-89 Yes
2285 QC 5996930 6153.85 college Female 39 <30 NA
3385 QC 5996930 3076.93 bachelors Female 40 30-59 Yes
2504 QC 5996930 3076.93 lessHS Female 91 <30 Yes
3386 QC 5996930 3076.93 college Male 36 30-59 Yes
719 QC 5996930 6153.85 college Female 44 90:109 Yes
2005 QC 5996930 6153.85 HS Female 26 60-89 No
2107 QC 5996930 6153.85 somePS Male 78 30-59 Yes
3273 QC 5996930 3076.93 bachelors Female 70 30-59 Yes
933 QC 5996930 6153.85 somePS Female 38 30-59 No
3223 QC 5996930 3076.93 bachelors Male 37 NA Yes
3332 QC 5996930 3076.93 college Female 73 NA Yes
2073 QC 5996930 6153.85 lessHS Female 60 <30 Yes
710 QC 5996930 6153.85 HS Male 29 60-89 No
482 QC 5996930 9230.78 higher Male 79 NA Yes
775 QC 5996930 6153.85 HS Male 56 60-89 NA
2942 QC 5996930 3076.93 college Male 65 <30 NA
2202 QC 5996930 6153.85 higher Female 61 60-89 Yes
2903 QC 5996930 3076.93 college Male 67 30-59 NA
1400 QC 5996930 6153.85 college Male 62 30-59 NA
2286 QC 5996930 6153.85 lessHS Male 31 30-59 Yes
2203 QC 5996930 6153.85 lessHS Male 85 NA NA
2108 QC 5996930 6153.85 higher Male 42 110+ Yes
776 QC 5996930 6153.85 college Male 28 90:109 NA
2567 QC 5996930 3076.93 lessHS Female 59 <30 NA
1451 QC 5996930 6153.85 somePS Male 39 60-89 Yes
2904 QC 5996930 3076.93 somePS Female NA 30-59 Yes
2905 QC 5996930 3076.93 bachelors Female 76 30-59 Yes
3198 QC 5996930 3076.93 lessHS Male 81 <30 Yes
656 QC 5996930 6153.85 HS Female 46 <30 Yes
108 QC 5996930 12307.71 higher Male 57 110+ Yes
2377 QC 5996930 6153.85 bachelors Male 37 60-89 NA
499 QC 5996930 9230.78 somePS Female 24 <30 Yes
2204 QC 5996930 6153.85 college Male 59 30-59 NA
2109 QC 5996930 6153.85 college Female 36 30-59 NA
2205 QC 5996930 6153.85 college Male 45 NA NA
359 QC 5996930 9230.78 bachelors Male 50 110+ Yes
2206 QC 5996930 6153.85 HS Male 56 NA NA
2207 QC 5996930 6153.85 lessHS Male 61 NA NA
360 QC 5996930 9230.78 somePS Male 52 60-89 Yes
3274 QC 5996930 3076.93 HS Female 72 <30 NA
475 QC 5996930 9230.78 bachelors Male 44 90:109 NA
2208 QC 5996930 6153.85 bachelors Male 63 NA NA
1452 QC 5996930 6153.85 bachelors Female 42 60-89 NA
2906 QC 5996930 3076.93 HS Female 36 30-59 NA
2287 QC 5996930 6153.85 somePS Female 26 60-89 Yes
2907 QC 5996930 3076.93 higher Female 65 30-59 Yes
2209 QC 5996930 6153.85 higher Male 60 30-59 NA
3333 QC 5996930 3076.93 lessHS Female 51 <30 NA
1453 QC 5996930 6153.85 college Female 66 30-59 Yes
1401 QC 5996930 6153.85 college Female 47 30-59 NA
1454 QC 5996930 6153.85 college Female 40 60-89 Yes
3013 QC 5996930 3076.93 HS Female 71 NA Yes
1455 QC 5996930 6153.85 bachelors Male 37 110+ No
657 QC 5996930 6153.85 lessHS Male 33 30-59 Yes
2289 QC 5996930 6153.85 higher Female 43 110+ NA
2428 QC 5996930 3076.93 lessHS Female 63 <30 Yes
844 QC 5996930 6153.85 higher Female 35 110+ NA
522 QC 5996930 9230.78 lessHS Male 19 <30 NA
2290 QC 5996930 6153.85 bachelors Female 47 60-89 Yes
2110 QC 5996930 6153.85 college Male 34 110+ Yes
625 QC 5996930 6153.85 HS Female 60 60-89 Yes
2291 QC 5996930 6153.85 lessHS Female 65 <30 Yes
2292 QC 5996930 6153.85 lessHS Female 76 NA Yes
2293 QC 5996930 6153.85 lessHS Female 31 60-89 NA
2111 QC 5996930 6153.85 somePS Male 68 90:109 Yes
2112 QC 5996930 6153.85 college Female 76 60-89 Yes
2877 QC 5996930 3076.93 lessHS Female 80 <30 NA
2878 QC 5996930 3076.93 lessHS Male 46 <30 NA
3275 QC 5996930 3076.93 lessHS Female 72 <30 Yes
217 QC 5996930 9230.78 HS Female 68 30-59 Yes
240 QC 5996930 9230.78 college Male 43 90:109 Yes
2568 QC 5996930 3076.93 lessHS Female 55 <30 Yes
3387 QC 5996930 3076.93 bachelors Male 30 30-59 Yes
2459 QC 5996930 3076.93 HS Male 58 30-59 Yes
181 QC 5996930 12307.71 somePS Female 23 <30 Yes
2879 QC 5996930 3076.93 lessHS Male 74 <30 Yes
2513 QC 5996930 3076.93 lessHS Male 79 30-59 Yes
626 QC 5996930 6153.85 college Female 34 30-59 NA
609 QC 5996930 6153.85 higher Male 64 110+ Yes
2509 QC 5996930 3076.93 college Male 34 NA Yes
361 QC 5996930 9230.78 lessHS Female 69 NA NA
2074 QC 5996930 6153.85 HS Male 26 <30 NA
3334 QC 5996930 3076.93 college Female 47 60-89 NA
2294 QC 5996930 6153.85 lessHS Male 64 30-59 NA
3388 QC 5996930 3076.93 lessHS Male 54 <30 NA
2295 QC 5996930 6153.85 lessHS Male 21 60-89 NA
2296 QC 5996930 6153.85 college Male 36 90:109 Yes
2529 QC 5996930 3076.93 bachelors Female 36 <30 Yes
2489 QC 5996930 3076.93 NA Male 88 30-59 NA
3389 QC 5996930 3076.93 somePS Female 80 30-59 NA
1402 QC 5996930 6153.85 somePS Female 47 110+ Yes
2297 QC 5996930 6153.85 lessHS Female 31 <30 Yes
1082 QC 5996930 6153.85 lessHS Male 63 60-89 Yes
2298 QC 5996930 6153.85 college Female 31 60-89 Yes
2299 QC 5996930 6153.85 college Female 35 110+ Yes
1456 QC 5996930 6153.85 college Male 37 60-89 No
2158 QC 5996930 6153.85 HS Male 32 <30 Yes
3435 QC 5996930 3076.93 college Male 37 30-59 NA
3276 QC 5996930 3076.93 lessHS Female 85 NA Yes
3255 QC 5996930 3076.93 bachelors Male 45 NA Yes
2210 QC 5996930 6153.85 HS Female 55 110+ NA
2300 QC 5996930 6153.85 bachelors Male 38 110+ NA
2212 QC 5996930 6153.85 bachelors Female 31 30-59 Yes
500 QC 5996930 9230.78 HS Male 51 60-89 Yes
627 QC 5996930 6153.85 bachelors Male 39 110+ NA
15 QC 5996930 18461.56 college Male 20 30-59 Yes
2301 QC 5996930 6153.85 bachelors Male 47 90:109 NA
2410 QC 5996930 6153.85 college Female 73 30-59 Yes
2021 QC 5996930 6153.85 college Male 44 30-59 No
2114 QC 5996930 6153.85 bachelors Male 43 110+ Yes
689 QC 5996930 6153.85 HS Male 45 <30 No
2302 QC 5996930 6153.85 higher Male 32 110+ Yes
3390 QC 5996930 3076.93 bachelors Female 29 60-89 No
628 QC 5996930 6153.85 college Female 53 60-89 NA
3436 QC 5996930 3076.93 lessHS Female 58 <30 NA
2303 QC 5996930 6153.85 college Female 51 NA NA
2213 QC 5996930 6153.85 college Female 53 110+ NA
2115 QC 5996930 6153.85 bachelors Male NA 90:109 NA
2116 QC 5996930 6153.85 college Female 37 110+ No
2999 QC 5996930 3076.93 lessHS Female 68 <30 Yes
199 QC 5996930 9230.78 lessHS Male 70 <30 Yes
74 QC 5996930 12307.71 HS Female 20 NA NA
2530 QC 5996930 3076.93 bachelors Male 38 110+ NA
1457 QC 5996930 6153.85 HS Female 46 NA Yes
3391 QC 5996930 3076.93 college Female 60 30-59 Yes
2214 QC 5996930 6153.85 college Male 32 60-89 Yes
2304 QC 5996930 6153.85 lessHS Male 52 30-59 NA
345 QC 5996930 9230.78 somePS Male 44 90:109 NA
2305 QC 5996930 6153.85 college Male 61 30-59 Yes
1351 QC 5996930 6153.85 HS Female 77 30-59 Yes
3392 QC 5996930 3076.93 bachelors Female 61 30-59 Yes
1403 QC 5996930 6153.85 HS Male 31 30-59 Yes
2117 QC 5996930 6153.85 lessHS Male 58 30-59 Yes
2505 QC 5996930 3076.93 college Female 65 NA Yes
2215 QC 5996930 6153.85 higher Female 42 110+ NA
51 QC 5996930 15384.63 college Female 48 110+ NA
2307 QC 5996930 6153.85 college Male 34 60-89 No
3221 QC 5996930 3076.93 bachelors Male 45 110+ Yes
75 QC 5996930 12307.71 bachelors Female 45 110+ Yes
720 QC 5996930 6153.85 bachelors Female 29 110+ No
182 QC 5996930 12307.71 HS Female 56 <30 Yes
629 QC 5996930 6153.85 HS Male 56 90:109 NA
2308 QC 5996930 6153.85 HS Female 53 30-59 Yes
2309 QC 5996930 6153.85 bachelors Male 29 110+ NA
69 QC 5996930 12307.71 HS Female 19 60-89 NA
183 QC 5996930 12307.71 college Male 53 110+ Yes
2216 QC 5996930 6153.85 HS Female 63 30-59 Yes
3214 QC 5996930 3076.93 bachelors Male 42 NA Yes
3335 QC 5996930 3076.93 lessHS Male 80 <30 No
2119 QC 5996930 6153.85 HS Male 35 <30 NA
2909 QC 5996930 3076.93 lessHS Male 25 <30 No
1458 QC 5996930 6153.85 HS Female 51 30-59 Yes
2910 QC 5996930 3076.93 higher Male 50 90:109 Yes
1459 QC 5996930 6153.85 lessHS Male 54 60-89 Yes
2704 QC 5996930 3076.93 college Female 48 30-59 NA
2217 QC 5996930 6153.85 HS Female 51 30-59 No
501 QC 5996930 9230.78 college Male 50 <30 Yes
2485 QC 5996930 3076.93 bachelors Male NA 30-59 NA
3277 QC 5996930 3076.93 HS Female 65 <30 Yes
845 QC 5996930 6153.85 HS Female 54 30-59 NA
2388 QC 5996930 6153.85 HS Female 39 30-59 No
2075 QC 5996930 6153.85 lessHS Male 69 30-59 Yes
2421 QC 5996930 6153.85 NA Male 78 NA Yes
745 QC 5996930 6153.85 lessHS Female 41 <30 Yes
2310 QC 5996930 6153.85 lessHS Male 40 NA NA
2311 QC 5996930 6153.85 somePS Male 36 60-89 Yes
512 QC 5996930 9230.78 college Male 53 110+ Yes
3336 QC 5996930 3076.93 somePS Female 73 60-89 Yes
3278 QC 5996930 3076.93 HS Female 76 60-89 NA
177 QC 5996930 12307.71 lessHS Female 53 30-59 Yes
3279 QC 5996930 3076.93 college Female 69 30-59 NA
2531 QC 5996930 3076.93 lessHS Female 78 <30 NA
1083 QC 5996930 6153.85 HS Female 54 60-89 NA
