working	region	kids0004	kids0509	kids1014	familyIncome	education
517	FALSE	Ontario	Yes	No	Yes	28.183	14.5
518	TRUE	Ontario	No	Yes	Yes	7.956	12
519	TRUE	Atlantic	No	No	Yes	26.087	11
520	TRUE	Ontario	Yes	No	No	31.33	17
521	TRUE	Prairies	Yes	No	No	21.919	13
522	TRUE	Quebec	Yes	Yes	No	22.014	13
523	TRUE	Ontario	Yes	No	No	19.129	16.9
524	FALSE	BC	No	No	Yes	0	9.5
525	TRUE	Ontario	No	No	No	10.909	13
526	TRUE	BC	Yes	Yes	No	35.136	12.1
527	TRUE	BC	Yes	No	No	37.068	12
528	FALSE	Quebec	No	Yes	No	33.742	14
529	TRUE	Atlantic	Yes	No	Yes	34.588	16
530	TRUE	Ontario	No	Yes	No	41.114	10
531	TRUE	Ontario	No	No	No	87.684	12
532	TRUE	Atlantic	Yes	Yes	No	27.35	16
533	TRUE	Quebec	Yes	No	No	36.917	18
534	TRUE	Ontario	No	Yes	No	31.157	14
535	TRUE	Prairies	Yes	Yes	No	7.936	6
536	TRUE	Atlantic	Yes	No	No	22.849	15
537	TRUE	Ontario	No	No	No	38.963	16
538	TRUE	Quebec	No	No	No	22.681	17
539	TRUE	Atlantic	Yes	No	No	9.124	12.5
540	TRUE	Ontario	No	Yes	No	21.672	14
541	TRUE	Ontario	Yes	No	No	2.539	12
542	TRUE	Ontario	Yes	Yes	No	4.431	16
543	TRUE	Atlantic	No	Yes	Yes	23.091	13
544	TRUE	Ontario	Yes	Yes	No	22.473	12.5
545	TRUE	Prairies	Yes	No	No	78.488	3
546	FALSE	Atlantic	No	Yes	No	14.195	12.5
547	TRUE	Ontario	Yes	Yes	No	4.277	14
548	TRUE	Prairies	No	No	No	25.38	14
549	TRUE	Prairies	No	Yes	No	28.841	10
550	TRUE	Quebec	No	No	No	10.676	11
551	TRUE	Ontario	No	No	Yes	35.048	13
552	TRUE	Atlantic	No	No	Yes	20.775	16
553	FALSE	Ontario	Yes	Yes	No	53.236	16
554	FALSE	Ontario	No	Yes	No	31.795	14
555	TRUE	Prairies	No	Yes	No	23.945	12
556	TRUE	Atlantic	Yes	No	No	16.038	12.5
557	TRUE	Quebec	No	Yes	No	16.61	12.5
558	FALSE	Atlantic	Yes	No	No	1.27	14.8
559	TRUE	Ontario	No	No	No	41.115	17
560	TRUE	Ontario	Yes	Yes	No	20.56	15
561	TRUE	Ontario	Yes	No	Yes	22.318	9
562	TRUE	Ontario	No	No	No	39.783	15
563	FALSE	Prairies	Yes	Yes	No	43.751	18
564	TRUE	BC	No	Yes	Yes	30.413	12
565	TRUE	Quebec	Yes	Yes	No	16.662	20
566	FALSE	Prairies	Yes	Yes	No	38.479	12
567	TRUE	Prairies	Yes	No	No	44.009	18.5
568	TRUE	BC	Yes	Yes	Yes	27.849	11.4
569	FALSE	Ontario	Yes	Yes	No	29.407	14
570	TRUE	Quebec	Yes	Yes	No	23.131	16.6
571	TRUE	Atlantic	No	No	Yes	5.604	9
572	TRUE	Prairies	Yes	No	No	20.932	15
573	TRUE	BC	Yes	Yes	No	25.036	13.3
574	TRUE	Quebec	No	Yes	No	21.342	10
575	FALSE	Ontario	Yes	Yes	No	31.518	13
576	FALSE	Prairies	No	No	No	36.72	13.1
577	FALSE	Ontario	Yes	No	No	56.279	14
578	TRUE	Ontario	Yes	No	No	26.082	16.1
579	FALSE	Prairies	No	No	No	42.634	14
580	FALSE	Atlantic	Yes	No	No	40.223	13.5
581	TRUE	Ontario	No	No	No	27.433	12
582	TRUE	Prairies	Yes	No	No	11.632	13
583	FALSE	Quebec	Yes	No	No	39.465	18
584	TRUE	Atlantic	Yes	Yes	Yes	19.342	14
585	TRUE	Prairies	No	Yes	Yes	37.937	12.5
586	FALSE	Quebec	Yes	No	No	17.534	11
587	TRUE	Ontario	Yes	No	Yes	14.139	13
588	TRUE	Atlantic	No	No	Yes	11.956	14.8
589	TRUE	Atlantic	No	No	No	8.695	12
590	TRUE	Atlantic	No	Yes	Yes	23.654	13
591	TRUE	Ontario	No	Yes	Yes	42.657	13
592	TRUE	Ontario	Yes	No	No	40.166	12
593	TRUE	Ontario	Yes	Yes	No	27.171	12.5
594	TRUE	Prairies	No	Yes	Yes	48.485	14.3
595	TRUE	Atlantic	No	No	No	25.882	15.1
596	TRUE	BC	Yes	No	No	22.176	14
597	FALSE	Prairies	Yes	Yes	No	16.257	12
598	TRUE	Prairies	No	Yes	No	29.099	12.5
599	TRUE	Quebec	Yes	No	No	36.234	19
600	TRUE	Prairies	No	No	No	29.292	13
601	TRUE	Atlantic	Yes	No	No	41.568	18
602	TRUE	Prairies	Yes	No	No	30.99	17
603	TRUE	Ontario	No	Yes	No	38.598	14
604	FALSE	Atlantic	No	No	No	45.78	13
605	TRUE	Quebec	No	No	Yes	25.939	9
606	TRUE	Prairies	No	No	Yes	16.757	12
607	TRUE	Ontario	No	Yes	No	35.093	10.3
608	FALSE	Prairies	No	No	No	6.404	8
609	TRUE	Quebec	Yes	Yes	No	131.105	20
610	TRUE	Ontario	No	No	No	39.184	13.4
611	TRUE	Prairies	No	No	No	34.58	16
612	FALSE	Quebec	Yes	Yes	No	7.993	9
613	TRUE	Ontario	No	No	No	14.458	12.5
614	TRUE	Atlantic	No	Yes	No	20.333	13
615	TRUE	Prairies	No	Yes	Yes	7.878	14
616	TRUE	Prairies	No	Yes	Yes	18.679	13
617	TRUE	Atlantic	Yes	Yes	No	15.29	17
618	TRUE	Quebec	Yes	Yes	No	21.815	12
619	TRUE	Atlantic	Yes	No	No	24.821	11.5
620	FALSE	Atlantic	Yes	Yes	No	14.695	13
621	TRUE	Ontario	No	No	No	34.304	17
622	TRUE	Atlantic	No	Yes	No	20.221	12
623	TRUE	Prairies	Yes	No	No	19.949	13
624	TRUE	Prairies	No	Yes	Yes	16.262	10
625	TRUE	Prairies	Yes	Yes	Yes	11.973	16
626	TRUE	Atlantic	No	No	No	21.198	11
627	TRUE	Prairies	Yes	No	No	21.152	13
628	FALSE	Ontario	Yes	No	No	26.424	14
629	TRUE	Ontario	No	No	Yes	29.621	8
630	FALSE	Quebec	Yes	Yes	No	11.767	12.5
631	TRUE	Atlantic	No	Yes	No	22.341	12
632	TRUE	Atlantic	No	Yes	Yes	22.119	12.5
633	TRUE	Prairies	No	No	No	20.364	15
634	TRUE	Ontario	No	Yes	No	23.354	16
635	TRUE	Quebec	No	No	No	19.621	16
636	TRUE	Prairies	Yes	Yes	No	27.207	13
637	TRUE	Atlantic	No	No	No	15.044	13
638	TRUE	Atlantic	Yes	Yes	No	18.292	10
639	TRUE	Prairies	No	No	No	42.596	14
640	TRUE	Ontario	No	No	Yes	5.387	9.2
641	FALSE	Quebec	Yes	No	No	22.007	13
642	FALSE	Quebec	Yes	Yes	No	34.174	12
643	TRUE	Ontario	No	Yes	No	20.502	18
644	TRUE	Prairies	No	Yes	Yes	48.747	15
645	TRUE	Prairies	No	Yes	No	45.605	12
646	TRUE	Quebec	Yes	Yes	No	23.861	8
647	TRUE	Ontario	Yes	No	No	29.521	18
648	TRUE	Atlantic	Yes	Yes	No	17.001	14
649	TRUE	BC	No	No	No	25.432	15
650	TRUE	Quebec	Yes	Yes	No	24.272	8.5
651	TRUE	BC	No	Yes	Yes	48.065	4
652	TRUE	BC	No	No	Yes	55.899	12
653	FALSE	BC	No	No	No	24.899	14.5
654	TRUE	Atlantic	No	No	No	17.295	13
655	TRUE	Ontario	No	No	No	26.167	15.2
656	TRUE	Prairies	No	Yes	Yes	38.013	12
657	TRUE	Quebec	Yes	Yes	No	29.971	14
658	TRUE	Ontario	Yes	Yes	No	23.386	12
659	TRUE	Atlantic	Yes	No	No	20.868	13
660	FALSE	BC	No	Yes	Yes	35.398	14
661	TRUE	Ontario	Yes	No	No	21.283	9.5
662	TRUE	Atlantic	Yes	No	No	28.347	13.5
663	FALSE	Prairies	No	Yes	No	29.958	12
664	TRUE	Ontario	Yes	No	Yes	31.788	10
665	FALSE	Ontario	Yes	No	No	0	12
666	TRUE	Prairies	No	Yes	No	22.642	13
667	FALSE	Ontario	No	Yes	No	40.348	12.5
668	TRUE	Atlantic	Yes	Yes	No	7.385	14
669	TRUE	Ontario	No	Yes	Yes	31.78	14.3
670	FALSE	Atlantic	Yes	No	No	38.52	12.5
671	TRUE	Ontario	Yes	No	No	38.917	15
672	TRUE	Quebec	Yes	Yes	No	32.781	15
673	TRUE	Ontario	No	No	Yes	49.855	12
674	TRUE	Atlantic	No	No	No	53.267	13
675	TRUE	Ontario	No	No	No	12.348	14
676	TRUE	Ontario	No	Yes	Yes	35.881	11.3
677	TRUE	Atlantic	Yes	Yes	No	14.538	14
678	TRUE	Atlantic	No	Yes	No	13.454	11
679	FALSE	Ontario	Yes	Yes	No	22.714	12
680	TRUE	Ontario	Yes	Yes	No	38.694	12
681	TRUE	Ontario	Yes	Yes	No	19.787	13
682	TRUE	Ontario	Yes	No	No	18.72	19
683	TRUE	BC	Yes	No	Yes	42.314	14
684	TRUE	Quebec	No	Yes	No	31.245	13
685	TRUE	Prairies	Yes	No	No	54.785	16
686	FALSE	Quebec	No	No	Yes	15.25	13
687	TRUE	Prairies	No	Yes	No	28.944	13
688	TRUE	Prairies	Yes	Yes	Yes	39.343	12.7
689	TRUE	Ontario	No	Yes	No	42.625	8
690	TRUE	Ontario	Yes	Yes	No	39.455	17.5
691	TRUE	Quebec	No	No	No	12.021	17.1
692	TRUE	Atlantic	No	Yes	No	18.359	13
693	TRUE	Atlantic	Yes	No	No	11.209	11.5
694	TRUE	Prairies	Yes	No	No	34.777	12.5
695	FALSE	Prairies	No	Yes	No	41.486	12.5
696	TRUE	Prairies	Yes	No	No	47.042	18
697	TRUE	Prairies	Yes	No	No	11.245	14
698	TRUE	Quebec	No	No	No	22.96	16.6
699	TRUE	Ontario	Yes	No	No	30.174	13.3
700	TRUE	Prairies	Yes	Yes	Yes	15.033	12
701	TRUE	Ontario	No	No	No	36.711	17
702	TRUE	Prairies	Yes	Yes	Yes	42.517	12
703	TRUE	Atlantic	No	No	No	7.72	10
704	TRUE	Prairies	Yes	No	No	28.988	12
705	TRUE	Prairies	No	Yes	Yes	39.666	14
706	FALSE	Atlantic	Yes	No	No	26.004	10
707	TRUE	Prairies	Yes	Yes	No	21.809	14.3
708	TRUE	Prairies	Yes	No	Yes	16.734	11
709	TRUE	Atlantic	Yes	No	No	22.645	12.5
710	TRUE	Ontario	Yes	No	No	14.916	12.9
711	FALSE	Atlantic	Yes	Yes	No	18.106	10
712	FALSE	Ontario	No	Yes	Yes	40.692	12
713	FALSE	Atlantic	No	Yes	No	19.531	11.5
714	FALSE	Quebec	Yes	No	No	32.38	15.7
715	TRUE	Prairies	No	No	No	25.703	12
716	TRUE	Prairies	Yes	No	Yes	18.528	0
717	FALSE	Prairies	Yes	No	No	49.862	13
718	TRUE	Ontario	Yes	No	No	23.771	20
719	FALSE	Quebec	Yes	Yes	No	48.924	15
720	FALSE	Atlantic	Yes	Yes	No	0	12
721	TRUE	Prairies	Yes	Yes	No	53.795	18
722	TRUE	Ontario	No	Yes	Yes	29.791	12.5
723	TRUE	Atlantic	Yes	No	No	29.493	11.5
724	TRUE	Prairies	Yes	No	No	12.643	12
725	TRUE	Ontario	Yes	No	No	21.697	12.5
726	TRUE	Prairies	No	Yes	No	0	19
727	TRUE	Quebec	Yes	Yes	No	25.706	13
728	TRUE	BC	No	No	No	28.204	16
729	TRUE	Atlantic	No	No	No	18.43	20
730	TRUE	Prairies	Yes	No	No	27.911	11
731	FALSE	Atlantic	No	Yes	Yes	36.061	7
732	FALSE	Quebec	No	Yes	Yes	47.536	13
733	TRUE	Prairies	Yes	Yes	No	39.07	15
734	TRUE	Quebec	No	No	Yes	16.059	12
735	TRUE	Quebec	No	No	No	36.232	15.3
736	TRUE	Ontario	No	Yes	No	23.673	14
737	TRUE	Ontario	Yes	No	No	36.456	13
738	FALSE	Atlantic	Yes	No	No	26.501	14
739	TRUE	Ontario	No	Yes	Yes	19.04	12
740	TRUE	BC	No	No	No	73.378	12.2
741	TRUE	Ontario	No	Yes	No	0	15.5
742	TRUE	BC	Yes	No	No	33.748	11
743	TRUE	Atlantic	No	No	No	31.133	17.1
744	TRUE	Ontario	Yes	No	No	21.002	14.5
745	TRUE	Prairies	Yes	Yes	No	43.884	13
746	TRUE	Quebec	Yes	No	No	27.926	12
747	TRUE	Atlantic	Yes	No	Yes	19.854	12.5
748	FALSE	Ontario	Yes	No	No	18.682	12
749	TRUE	Ontario	Yes	Yes	No	31.513	13
750	FALSE	Prairies	Yes	No	No	37.384	12
751	FALSE	Prairies	Yes	Yes	No	39.638	13
752	TRUE	Atlantic	No	No	No	40.997	11
753	TRUE	Ontario	Yes	Yes	No	61.241	14
754	FALSE	Ontario	No	Yes	Yes	36.267	13
755	TRUE	Atlantic	No	Yes	No	18.582	15.5
756	TRUE	Ontario	Yes	No	No	17.154	18
757	FALSE	Prairies	Yes	Yes	No	24.323	12.5
758	TRUE	Atlantic	Yes	Yes	No	37.399	13
759	TRUE	Prairies	Yes	Yes	Yes	15.313	12
760	FALSE	Atlantic	Yes	No	No	33.901	10
761	TRUE	BC	No	No	Yes	13.483	12.5
762	TRUE	Atlantic	Yes	No	No	35.387	14
763	TRUE	Ontario	Yes	No	No	28.359	12
764	TRUE	Atlantic	Yes	No	No	34.685	12
765	FALSE	Atlantic	Yes	No	No	29.57	14
766	FALSE	Atlantic	Yes	No	No	50.96	14
767	TRUE	Prairies	No	No	No	13.867	12
768	TRUE	Quebec	Yes	No	No	6.893	12
769	TRUE	Ontario	No	Yes	No	29.89	10
770	TRUE	Ontario	Yes	No	No	78.728	10
771	TRUE	Ontario	Yes	No	No	27.207	13.5
772	TRUE	Ontario	No	No	No	36.047	15
773	FALSE	Quebec	Yes	No	No	28.237	11
774	TRUE	Ontario	Yes	No	No	25.767	15
775	TRUE	Prairies	No	No	No	17.117	15
776	TRUE	Prairies	No	No	No	31.669	12.5
777	FALSE	Atlantic	No	Yes	Yes	27.723	12
778	TRUE	Prairies	No	No	No	29.8	17
779	FALSE	Ontario	Yes	Yes	No	37.339	12
780	TRUE	Atlantic	Yes	Yes	No	19.163	11.5
781	TRUE	Ontario	Yes	No	No	21.688	13
782	TRUE	Prairies	Yes	No	No	19.469	12
783	TRUE	Prairies	No	Yes	No	5.648	19
784	TRUE	Prairies	No	No	No	22.519	10.5
785	TRUE	Atlantic	No	Yes	Yes	23.33	9.5
786	TRUE	Ontario	Yes	No	No	43.814	16.5
787	TRUE	Prairies	No	Yes	Yes	0	12
788	TRUE	Atlantic	No	No	No	14.821	13.3
789	TRUE	Prairies	Yes	No	No	20.69	13
790	TRUE	Prairies	No	No	No	25.609	10
791	FALSE	Prairies	Yes	Yes	No	28.52	12
792	TRUE	Atlantic	No	Yes	Yes	13.057	14
793	TRUE	Ontario	Yes	Yes	Yes	18.508	13
794	TRUE	Atlantic	Yes	Yes	No	36.422	13
795	TRUE	Prairies	No	No	Yes	37.891	6
796	TRUE	BC	Yes	Yes	No	45.907	15
797	TRUE	Atlantic	No	Yes	No	25.036	14.3
798	TRUE	Ontario	No	No	No	15.042	15
799	FALSE	Quebec	No	No	Yes	31.555	11.5
800	TRUE	Ontario	Yes	No	No	41.317	12.5
801	TRUE	Prairies	No	No	No	36.707	17
802	TRUE	Ontario	Yes	Yes	No	41.004	15
803	TRUE	Prairies	No	No	Yes	38.435	9.5
804	TRUE	Ontario	Yes	No	No	32.658	12
805	TRUE	Ontario	No	No	No	6.604	17
806	FALSE	BC	No	Yes	No	21.033	20
807	TRUE	Atlantic	No	No	Yes	30.577	12.3
808	TRUE	Quebec	Yes	No	No	17.696	12
809	TRUE	Ontario	No	No	No	23.938	12.5
810	TRUE	Prairies	Yes	No	No	16.939	14.5
811	TRUE	Prairies	Yes	No	No	16.405	12
812	FALSE	Prairies	Yes	Yes	No	21.284	11
813	TRUE	Atlantic	No	No	Yes	20.774	12.5
814	TRUE	Ontario	No	Yes	Yes	45.094	15
815	TRUE	Ontario	No	Yes	No	24.256	14
816	FALSE	Quebec	Yes	No	No	28.728	16.3
817	TRUE	Ontario	Yes	No	No	21.244	12
818	TRUE	Prairies	No	Yes	Yes	44.487	10
819	FALSE	BC	No	No	Yes	32.672	12
820	TRUE	Ontario	Yes	No	No	31.697	11
821	TRUE	BC	No	No	Yes	39.379	14
822	TRUE	BC	No	Yes	No	25.763	13.5
823	TRUE	Atlantic	Yes	No	No	39.804	11.5
824	FALSE	Ontario	Yes	Yes	No	31.438	11
825	TRUE	Prairies	No	No	No	26.207	14.5
826	TRUE	Atlantic	Yes	No	No	43.788	14
827	TRUE	Quebec	No	Yes	Yes	25.618	13
828	FALSE	Atlantic	Yes	Yes	No	25.39	11
829	TRUE	Atlantic	Yes	Yes	No	37.271	13.8
830	TRUE	Ontario	Yes	Yes	No	44.408	13
831	TRUE	Atlantic	No	No	Yes	23.345	9
832	TRUE	BC	Yes	No	No	19.088	12.5
833	TRUE	Prairies	Yes	No	Yes	9.473	11
834	FALSE	Prairies	Yes	Yes	No	44.302	15
835	TRUE	Atlantic	No	Yes	No	16.189	14
836	TRUE	Prairies	Yes	No	No	17.522	14
837	TRUE	Ontario	Yes	No	No	42.152	9.9
838	TRUE	Atlantic	Yes	No	No	25.584	16
839	FALSE	Ontario	Yes	Yes	No	91.926	14
840	TRUE	Prairies	No	Yes	Yes	46.673	15
841	TRUE	Atlantic	No	No	Yes	37.179	13
842	TRUE	Atlantic	No	Yes	No	14.268	11
843	FALSE	Ontario	Yes	No	No	25.556	12.5
844	TRUE	Prairies	Yes	No	Yes	18.611	17.5
845	FALSE	BC	Yes	Yes	No	45.825	13
846	TRUE	Ontario	Yes	No	No	54.755	19
847	FALSE	Prairies	Yes	Yes	No	57.009	16.5
848	TRUE	BC	Yes	No	No	13.121	15
849	TRUE	Ontario	No	Yes	No	23.537	15
850	FALSE	Quebec	No	Yes	No	32.628	10
851	FALSE	Prairies	Yes	No	No	18.385	12.5
852	TRUE	Ontario	No	Yes	No	35.766	14.6
853	FALSE	Atlantic	Yes	Yes	No	9.844	11.5
854	FALSE	BC	Yes	No	No	39.257	12.5
855	TRUE	Atlantic	No	Yes	Yes	24.255	12
856	TRUE	Atlantic	No	Yes	Yes	21.087	16
857	TRUE	Prairies	Yes	Yes	No	50.117	12
858	FALSE	Atlantic	No	No	No	33.324	14.5
859	TRUE	Ontario	No	Yes	Yes	46.4	12.7
860	FALSE	Atlantic	No	Yes	Yes	24.932	10
861	TRUE	Ontario	Yes	No	No	29.376	16
862	FALSE	Prairies	No	Yes	Yes	9.303	12
863	TRUE	Ontario	Yes	No	No	4.176	12
864	TRUE	Atlantic	Yes	No	Yes	15.038	10.2
865	FALSE	Prairies	No	Yes	Yes	22.015	12
866	TRUE	Prairies	No	No	No	21.911	16
867	TRUE	BC	No	No	No	17.932	15
868	FALSE	Ontario	Yes	Yes	Yes	32.259	13
869	TRUE	Prairies	No	No	No	24.836	13.5
870	TRUE	Ontario	No	No	Yes	30.955	10
871	TRUE	Quebec	No	Yes	Yes	14.269	13
872	TRUE	Ontario	No	Yes	Yes	29.738	0
873	TRUE	Prairies	No	No	No	13.447	14
874	TRUE	Prairies	Yes	Yes	No	13.635	12
875	TRUE	Prairies	Yes	No	No	70.685	14
876	FALSE	Prairies	No	Yes	No	20.293	12
877	TRUE	Ontario	No	Yes	Yes	41.418	15
878	TRUE	Prairies	Yes	No	No	52.545	14.9
879	TRUE	Atlantic	Yes	No	No	33.302	16
880	TRUE	Ontario	No	No	No	29.471	15
881	TRUE	Prairies	No	No	Yes	21.149	13
882	FALSE	Atlantic	Yes	Yes	No	38.826	12
883	TRUE	Ontario	No	No	Yes	4.032	11
884	FALSE	Prairies	No	No	No	26.701	13.1
885	FALSE	Quebec	Yes	Yes	No	31.231	12.8
886	FALSE	Ontario	Yes	Yes	No	36.83	12.5
887	TRUE	Prairies	No	Yes	No	28.299	14
888	TRUE	Prairies	No	Yes	Yes	24.961	12
889	TRUE	Ontario	Yes	Yes	No	18.068	15.5
890	FALSE	BC	Yes	Yes	No	34.71	14
891	TRUE	Atlantic	Yes	Yes	No	27.015	13.5
892	TRUE	Prairies	No	Yes	Yes	23.634	10
893	FALSE	Quebec	Yes	Yes	No	42.796	17
894	TRUE	Atlantic	No	No	No	17.431	8
895	TRUE	Atlantic	Yes	Yes	No	21.335	10.4
896	FALSE	Ontario	Yes	No	Yes	6.333	8
897	TRUE	Prairies	Yes	No	No	55.472	17.5
898	TRUE	Quebec	No	No	No	13.757	17
899	TRUE	Atlantic	No	No	Yes	32.243	11
900	TRUE	Ontario	Yes	Yes	No	26.272	14
901	TRUE	Ontario	Yes	Yes	No	30.112	11
902	TRUE	BC	No	Yes	No	16.874	17
903	TRUE	Prairies	No	No	No	24.942	12
904	TRUE	Prairies	No	No	No	58.383	14
905	TRUE	Quebec	No	No	No	10.052	15
906	TRUE	Prairies	No	No	Yes	64.982	15.5
907	TRUE	Prairies	Yes	Yes	No	35.254	13.5
908	FALSE	Atlantic	Yes	No	No	23.607	12.5
909	TRUE	Prairies	Yes	No	Yes	15.663	14.5
910	TRUE	Quebec	No	Yes	No	6.45	12
911	FALSE	Ontario	Yes	No	No	30.113	12
912	FALSE	BC	Yes	No	No	37.967	9
913	FALSE	Atlantic	Yes	Yes	No	10.289	10
914	TRUE	Quebec	No	No	No	19.338	11.5
915	FALSE	Ontario	Yes	Yes	No	37.473	10
916	TRUE	Ontario	No	No	Yes	37.976	12.9
917	FALSE	Atlantic	No	Yes	Yes	32.927	8
918	TRUE	Atlantic	Yes	Yes	No	25.859	11
919	TRUE	Prairies	No	No	No	24.126	12
920	TRUE	Atlantic	Yes	No	No	25.537	12.5
921	TRUE	Atlantic	Yes	Yes	No	18.503	14
922	TRUE	Ontario	No	Yes	No	6.918	12.5
923	TRUE	Prairies	No	Yes	Yes	45.586	13.8
924	FALSE	Prairies	No	No	Yes	42.929	0
925	TRUE	Ontario	Yes	No	No	27.118	17
926	TRUE	Ontario	Yes	Yes	No	24.832	14
927	TRUE	BC	Yes	No	No	22.077	16
928	TRUE	Quebec	No	No	No	17.452	13.1
929	FALSE	Ontario	No	Yes	Yes	34.02	8
930	TRUE	BC	Yes	No	No	19.604	12
931	TRUE	Ontario	No	No	No	30.057	13.5
932	FALSE	Ontario	Yes	Yes	Yes	34.935	8
933	FALSE	Prairies	No	Yes	Yes	23.579	9
934	TRUE	Ontario	Yes	No	No	35.154	15
935	TRUE	BC	No	No	Yes	22.407	11
936	TRUE	Ontario	Yes	No	No	17.712	10
937	TRUE	BC	Yes	Yes	No	51.583	12.5
938	TRUE	Atlantic	No	No	Yes	36.936	13
939	TRUE	Prairies	No	No	No	26.649	17
940	TRUE	Atlantic	Yes	No	Yes	30.496	8
941	TRUE	BC	Yes	No	No	36.711	20
942	TRUE	Atlantic	No	No	No	14.831	12
943	FALSE	Quebec	Yes	Yes	No	27.136	14
944	TRUE	Atlantic	Yes	Yes	Yes	20.893	14
945	TRUE	Ontario	No	Yes	Yes	71.323	13
946	TRUE	Ontario	Yes	Yes	No	29.274	12.2
947	FALSE	Ontario	No	Yes	Yes	33.768	11
948	TRUE	Ontario	Yes	No	No	18.113	17
949	TRUE	Prairies	No	No	No	33.076	13
950	TRUE	Quebec	Yes	Yes	No	0	13
951	TRUE	Ontario	No	No	No	31.91	15.5
952	TRUE	Quebec	Yes	No	No	8.953	14
953	TRUE	Quebec	Yes	Yes	No	15.601	15.3
954	FALSE	Ontario	Yes	Yes	No	50.674	17
955	TRUE	Prairies	Yes	Yes	No	10.052	17.3
956	TRUE	Quebec	No	Yes	Yes	10.633	10
957	TRUE	Prairies	Yes	No	No	26.904	16
958	TRUE	Atlantic	Yes	No	No	32.056	12.5
959	TRUE	Atlantic	Yes	Yes	No	14.797	12.5
960	TRUE	Ontario	Yes	Yes	No	30.854	15
961	FALSE	Atlantic	No	No	Yes	14.251	9.1
962	TRUE	Prairies	No	Yes	No	31.245	10
963	TRUE	Quebec	No	Yes	Yes	25.382	12
964	TRUE	Atlantic	No	Yes	No	17.383	11
965	TRUE	Atlantic	Yes	Yes	No	42.465	14
966	TRUE	Atlantic	No	Yes	Yes	25.915	11
967	TRUE	BC	No	No	Yes	47.841	10.1
968	TRUE	Atlantic	No	No	No	46.075	16
969	TRUE	Atlantic	No	No	No	36.715	17.3
970	TRUE	BC	No	Yes	No	38.591	15
971	TRUE	Prairies	Yes	No	No	41.898	18
972	FALSE	Ontario	Yes	No	No	22.406	14
973	TRUE	Prairies	Yes	Yes	No	28.035	12
974	TRUE	Ontario	Yes	No	No	31.701	12
975	TRUE	Ontario	No	No	No	31.992	18.3
976	TRUE	Prairies	Yes	Yes	Yes	24.281	13
977	FALSE	Prairies	Yes	Yes	No	33.23	12.5
978	TRUE	BC	No	No	No	89.466	16
979	TRUE	BC	No	Yes	No	34.458	12
980	TRUE	Atlantic	No	No	Yes	27.502	12
981	FALSE	Atlantic	No	No	Yes	35.315	7
982	TRUE	Atlantic	No	No	Yes	21.118	8
983	TRUE	Quebec	Yes	Yes	No	19.917	15
984	FALSE	Quebec	Yes	No	Yes	12.757	12
985	TRUE	Ontario	No	Yes	Yes	24.107	12
986	FALSE	Prairies	Yes	No	No	52.5	14
987	TRUE	Atlantic	No	No	No	25.313	11
988	TRUE	Prairies	No	No	No	39.819	9
989	TRUE	BC	Yes	No	No	37.118	12
990	TRUE	Atlantic	No	No	No	32.28	12
991	TRUE	Atlantic	Yes	No	No	24.913	14
992	FALSE	Ontario	Yes	No	No	11.576	18
993	TRUE	Prairies	No	Yes	Yes	41.339	12
994	FALSE	Ontario	No	Yes	No	18.161	10
995	TRUE	BC	Yes	No	No	34.943	12.5
996	TRUE	Atlantic	No	No	No	23.951	18
997	TRUE	BC	No	No	No	29.804	13.5
998	TRUE	Quebec	Yes	No	No	18.977	18.3
999	TRUE	Atlantic	No	No	Yes	24.028	10.9
1000	TRUE	Ontario	No	Yes	No	23.598	10
1001	FALSE	Quebec	Yes	No	No	18.653	12
1002	TRUE	Atlantic	No	No	No	15.687	12
1003	TRUE	Quebec	No	Yes	No	34.694	9
1004	TRUE	Ontario	No	No	No	19.748	17.6
1005	TRUE	Prairies	No	No	Yes	24.518	15
1006	TRUE	Quebec	No	Yes	No	39.878	14.8
1007	FALSE	Prairies	Yes	No	No	34.353	12
1008	FALSE	Prairies	Yes	Yes	No	29.55	12
1009	TRUE	Atlantic	Yes	No	Yes	19.929	11
1010	TRUE	BC	No	No	No	16.316	13.3
1011	TRUE	Ontario	Yes	Yes	No	20.721	13
1012	TRUE	BC	Yes	No	No	66.917	18
1013	TRUE	Atlantic	No	Yes	Yes	51.579	12
1014	FALSE	Prairies	Yes	Yes	Yes	16.199	12
1015	FALSE	Ontario	No	Yes	Yes	32.471	10.2
1016	TRUE	Prairies	Yes	No	No	47.4	16.5
1017	TRUE	Prairies	No	Yes	Yes	30.902	14.2
1018	FALSE	Ontario	No	Yes	No	41.934	16
1019	TRUE	BC	Yes	Yes	No	36.667	12.5
1020	FALSE	Quebec	Yes	No	No	24.312	17
1021	TRUE	Prairies	No	No	No	7.665	17.1
1022	FALSE	Ontario	Yes	No	No	36.336	19
1023	TRUE	Ontario	Yes	Yes	No	38.226	14
1024	FALSE	Ontario	Yes	Yes	No	33.338	10
1025	TRUE	Prairies	No	No	No	19.685	8
1026	FALSE	Prairies	Yes	Yes	No	22.551	11.5
1027	FALSE	Ontario	Yes	Yes	No	45.945	16.6
1028	TRUE	Atlantic	Yes	No	No	18.197	16
1029	TRUE	Prairies	Yes	No	No	32.695	13.5
1030	TRUE	Quebec	Yes	No	No	20.191	11
1031	TRUE	Quebec	No	No	No	13.484	14
