age	education	prestige	year	gender	race	workingMom
784	42	13	68	1977	male	white	D
785	26	16	50	1977	female	white	A
786	38	12	62	1977	female	white	SA
787	33	12	17	1977	male	white	D
788	65	12	36	1977	female	white	A
789	53	14	50	1977	male	white	A
790	73	8	27	1977	female	white	D
791	46	20	57	1977	male	white	A
792	53	12	46	1977	female	white	D
793	42	12	40	1977	female	white	SD
794	26	12	27	1977	male	white	A
795	44	11	23	1977	male	white	D
796	39	19	60	1977	female	white	SA
797	42	11	36	1977	male	white	D
798	42	16	36	1977	female	white	D
799	33	18	72	1977	male	white	D
800	20	13	39	1977	male	white	D
801	23	12	16	1977	male	white	SA
802	28	15	18	1977	female	white	D
803	51	12	47	1977	male	white	SA
804	33	16	60	1977	female	nonwhite	SA
805	23	15	36	1977	male	nonwhite	SA
806	58	19	57	1977	male	nonwhite	D
807	32	12	33	1977	male	nonwhite	A
808	33	12	17	1977	male	nonwhite	D
809	37	12	18	1977	male	white	SD
810	54	8	50	1977	male	white	D
811	27	11	43	1977	female	white	A
812	65	6	32	1977	male	white	SD
813	54	16	50	1977	male	white	SD
814	27	17	67	1977	male	white	D
815	50	12	31	1977	female	white	A
816	49	11	36	1977	male	white	D
817	30	12	36	1977	female	white	A
818	66	12	47	1977	male	white	SD
819	54	12	46	1977	female	white	SA
820	44	12	32	1977	female	white	D
821	31	12	44	1977	female	white	A
822	28	20	67	1977	male	white	A
823	52	12	37	1977	female	white	A
824	43	16	51	1977	female	white	A
825	55	11	50	1977	male	white	SD
826	35	12	39	1977	male	white	D
827	25	11	32	1977	female	white	SD
828	42	12	34	1977	male	white	SD
829	34	12	50	1977	male	white	D
830	28	12	32	1977	female	white	A
831	21	12	17	1977	male	white	D
832	63	8	40	1977	male	white	SD
833	45	9	33	1977	female	nonwhite	D
834	25	12	34	1977	male	white	SD
835	61	12	45	1977	female	white	D
836	35	12	46	1977	female	white	A
837	33	15	62	1977	female	white	A
838	48	12	57	1977	female	white	A
839	46	16	55	1977	male	white	D
840	34	16	50	1977	female	white	A
841	25	12	23	1977	female	white	SD
842	36	12	48	1977	female	white	SD
843	45	16	62	1977	male	white	D
844	28	12	32	1977	male	white	A
845	44	7	36	1977	male	white	A
846	51	8	32	1977	male	white	D
847	51	12	32	1977	male	white	SA
848	73	9	36	1977	female	white	SD
849	43	8	23	1977	male	white	D
850	51	12	48	1977	male	white	D
851	29	8	32	1977	female	white	D
852	34	8	17	1977	male	white	D
853	76	8	29	1977	male	white	D
854	72	10	32	1977	male	white	D
855	53	9	29	1977	female	white	D
856	59	12	32	1977	female	white	A
857	60	8	33	1977	male	white	D
858	40	17	50	1977	male	white	D
859	61	16	47	1977	male	white	SD
860	37	18	60	1977	male	nonwhite	SA
861	55	16	62	1977	female	white	SA
862	48	20	69	1977	male	white	A
863	60	16	63	1977	female	white	A
864	41	14	60	1977	female	nonwhite	SA
865	30	16	36	1977	female	white	A
866	31	12	27	1977	female	white	A
867	58	13	23	1977	male	white	D
868	58	8	36	1977	female	white	SD
869	37	11	32	1977	male	white	A
870	60	12	34	1977	female	white	A
871	24	16	50	1977	male	white	A
872	57	16	47	1977	male	white	D
873	29	12	33	1977	female	white	SA
874	51	13	46	1977	female	white	A
875	57	13	46	1977	female	white	SA
876	37	19	82	1977	male	nonwhite	SD
877	44	16	50	1977	male	white	A
878	34	11	31	1977	female	white	A
879	70	12	30	1977	male	white	A
880	62	10	32	1977	female	white	D
881	60	12	36	1977	female	white	A
882	42	18	63	1977	female	white	SA
883	73	16	57	1977	male	white	D
884	40	14	51	1977	male	white	SA
885	73	10	48	1977	female	white	SD
886	70	9	36	1977	female	white	A
887	36	12	49	1977	male	white	D
888	27	12	31	1977	female	white	A
889	53	16	36	1977	male	white	A
890	37	7	30	1977	male	white	D
891	32	14	48	1977	female	nonwhite	A
892	40	12	36	1977	female	nonwhite	SD
893	39	16	60	1977	male	white	A
894	83	4	18	1977	female	nonwhite	D
895	49	13	17	1977	male	white	SD
896	28	11	48	1977	male	nonwhite	D
897	65	12	38	1977	male	white	D
898	44	11	22	1977	female	nonwhite	SA
899	28	19	78	1977	female	white	A
900	52	12	18	1977	female	nonwhite	A
901	31	12	50	1977	male	white	A
902	50	17	63	1977	female	white	SA
903	49	16	34	1977	male	white	A
904	58	12	34	1977	female	white	D
905	30	13	56	1977	female	white	A
906	31	20	61	1977	male	white	SA
907	25	13	50	1977	female	white	A
908	50	11	34	1977	female	white	D
909	31	12	46	1977	female	white	A
910	27	16	47	1977	male	white	A
911	63	19	68	1977	male	white	SA
912	22	12	36	1977	male	white	SA
913	29	10	49	1977	male	white	D
914	38	12	25	1977	female	white	SD
915	50	15	56	1977	male	white	D
916	37	18	51	1977	male	white	A
917	24	13	43	1977	male	white	A
918	56	10	46	1977	female	white	D
919	56	12	61	1977	female	white	SA
920	46	3	17	1977	male	nonwhite	D
921	45	15	61	1977	male	nonwhite	A
922	63	3	36	1977	male	nonwhite	D
923	48	11	32	1977	male	nonwhite	D
924	26	12	26	1977	female	nonwhite	A
925	66	6	34	1977	female	white	D
926	53	10	39	1977	female	white	SA
927	46	4	32	1977	female	white	D
928	26	10	27	1977	male	white	A
929	40	12	15	1977	female	nonwhite	A
930	67	12	36	1977	female	white	D
931	57	17	62	1977	female	white	D
932	34	12	17	1977	female	nonwhite	D
933	28	15	39	1977	male	nonwhite	D
934	45	12	32	1977	male	white	SD
935	26	12	36	1977	female	white	A
936	58	12	62	1977	female	white	A
937	43	14	50	1977	male	white	A
938	26	12	40	1977	male	white	A
939	85	12	36	1977	female	white	SD
940	27	12	17	1977	male	nonwhite	D
941	26	16	34	1977	female	white	A
942	26	17	63	1977	male	nonwhite	D
943	49	15	47	1977	male	white	A
944	24	12	34	1977	female	nonwhite	A
945	39	16	63	1977	male	nonwhite	SA
946	38	14	36	1977	female	nonwhite	A
947	36	13	47	1977	male	nonwhite	A
948	49	16	43	1977	female	nonwhite	A
949	30	6	28	1977	male	white	D
950	66	11	26	1977	female	white	D
951	49	12	34	1977	female	white	A
952	27	14	48	1977	female	white	D
953	70	12	41	1977	female	white	SD
954	25	13	46	1977	female	white	SA
955	58	11	34	1977	male	white	D
956	76	6	30	1977	male	white	D
957	59	8	32	1977	female	white	D
958	26	15	56	1977	female	white	SD
959	38	6	36	1977	female	white	A
960	61	12	36	1977	female	white	A
961	27	12	35	1977	male	white	A
962	19	11	16	1977	male	nonwhite	A
963	65	4	18	1977	female	nonwhite	A
964	43	9	18	1977	male	nonwhite	D
965	76	7	18	1977	female	nonwhite	D
966	33	12	18	1977	female	nonwhite	A
967	57	7	16	1977	male	nonwhite	D
968	53	9	18	1977	female	nonwhite	A
969	59	16	50	1977	male	white	A
970	67	16	31	1977	female	white	A
971	53	8	22	1977	female	white	SA
972	21	12	47	1977	male	white	A
973	34	16	60	1977	female	white	SA
974	36	12	33	1977	male	white	D
975	31	10	25	1977	female	white	SA
976	30	12	25	1977	female	white	D
977	21	12	45	1977	female	white	SD
978	31	12	16	1977	female	white	SA
979	20	12	42	1977	male	white	D
980	62	12	35	1977	male	white	SD
981	53	5	26	1977	female	white	SD
982	42	5	17	1977	male	white	SA
983	57	12	45	1977	female	white	SD
984	22	11	22	1977	female	nonwhite	SA
985	26	13	46	1977	female	white	A
986	50	12	17	1977	male	nonwhite	SD
987	55	7	18	1977	female	nonwhite	SA
988	71	9	18	1977	female	nonwhite	A
989	32	12	18	1977	female	nonwhite	A
990	57	4	18	1977	female	nonwhite	A
991	26	16	60	1977	female	nonwhite	A
992	33	11	26	1977	female	nonwhite	A
993	47	7	30	1977	male	white	D
994	54	7	25	1977	female	white	D
995	43	12	46	1977	female	white	D
996	62	9	50	1977	female	white	SD
997	46	20	63	1977	male	white	A
998	48	19	63	1977	male	white	D
999	26	14	44	1977	male	white	A
1000	34	9	18	1977	male	nonwhite	SA
1001	22	11	40	1977	male	white	D
1002	28	12	36	1977	female	white	SD
1003	45	7	25	1977	female	white	SD
1004	59	17	60	1977	male	white	D
1005	58	8	33	1977	male	white	D
1006	38	11	50	1977	male	white	D
1007	47	12	47	1977	male	white	A
1008	70	16	36	1977	male	white	D
1009	38	12	37	1977	male	white	A
1010	35	11	32	1977	female	white	SA
1011	62	12	17	1977	female	white	SA
1012	30	14	41	1977	male	white	D
1013	63	14	18	1977	female	nonwhite	SD
1014	59	4	16	1977	female	nonwhite	A
1015	68	12	26	1977	female	nonwhite	SD
1016	30	7	18	1977	female	white	A
1017	64	11	36	1977	female	white	D
1018	24	12	50	1977	male	white	D
1019	39	12	15	1977	female	white	D
1020	28	11	17	1977	male	white	A
1021	29	9	32	1977	male	white	A
1022	64	11	37	1977	male	white	SD
1023	34	14	37	1977	male	white	SD
1024	45	10	19	1977	male	white	SD
1025	25	16	47	1977	male	white	A
1026	26	10	20	1977	female	white	SD
1027	22	12	31	1977	female	white	A
1028	67	12	52	1977	male	white	SD
1029	50	6	17	1977	male	white	A
1030	68	11	61	1977	female	white	SD
1031	19	11	37	1977	male	white	D
1032	36	13	43	1977	female	white	D
1033	52	14	61	1977	female	white	A
1034	58	12	29	1977	female	white	A
1035	81	10	40	1977	male	white	D
1036	74	8	39	1977	male	white	D
1037	52	8	40	1977	male	white	A
1038	62	12	31	1977	female	white	D
1039	45	9	20	1977	female	white	D
1040	25	10	32	1977	female	white	D
1041	67	11	43	1977	female	white	D
1042	52	14	51	1977	female	white	D
1043	52	7	47	1977	male	white	A
1044	38	12	32	1977	female	white	SA
1045	57	12	46	1977	female	white	A
1046	34	14	68	1977	male	white	D
1047	33	12	32	1977	male	white	D
1048	19	12	46	1977	female	white	A
1049	50	12	40	1977	male	white	D
1050	28	12	36	1977	female	white	SD
1051	26	14	48	1977	female	white	SD
1052	45	8	37	1977	male	white	A
1053	72	10	37	1977	male	white	SA
1054	68	8	48	1977	female	white	SD
1055	21	13	34	1977	female	white	A
1056	43	14	40	1977	female	white	A
1057	38	13	25	1977	female	nonwhite	SD
1058	55	16	46	1977	female	white	A
1059	58	10	47	1977	female	white	SD
1060	23	12	26	1977	male	white	D
1061	20	12	39	1977	female	white	A
1062	58	12	27	1977	male	white	D
1063	26	14	34	1977	female	white	SD
1064	25	18	36	1977	female	white	SA
1065	67	13	57	1977	male	white	A
1066	23	16	22	1977	male	white	A
1067	67	12	39	1977	male	white	D
1068	65	14	62	1977	female	white	D
1069	70	14	34	1977	male	white	SD
1070	73	7	37	1977	male	white	A
1071	39	12	36	1977	female	nonwhite	A
1072	33	16	40	1977	male	white	D
1073	74	11	29	1977	male	nonwhite	D
1074	23	13	36	1977	female	white	D
1075	42	14	50	1977	male	white	A
1076	37	19	51	1977	female	white	A
1077	31	14	51	1977	female	white	A
1078	58	14	56	1977	female	white	SA
1079	64	16	57	1977	male	white	D
1080	33	16	52	1977	female	white	D
1081	59	17	61	1977	male	white	A
1082	55	12	50	1977	female	white	A
1083	26	13	50	1977	male	white	A
1084	50	10	44	1977	female	white	SA
1085	54	13	72	1977	female	white	SD
1086	39	16	56	1977	male	white	A
1087	29	10	34	1977	female	white	SA
1088	51	9	17	1977	male	white	D
1089	68	3	37	1977	male	white	SD
1090	27	14	40	1977	male	white	SA
1091	25	13	36	1977	female	white	SA
1092	51	18	74	1977	female	white	A
1093	71	14	14	1977	female	white	SD
1094	73	10	47	1977	male	white	SD
1095	68	8	20	1977	female	white	SD
1096	73	11	48	1977	female	white	A
1097	37	12	30	1977	male	white	D
1098	24	16	57	1977	male	white	D
1099	34	12	45	1977	male	white	SD
1100	81	9	18	1977	female	white	D
1101	37	11	36	1977	female	white	SD
1102	24	12	51	1977	male	white	A
1103	36	13	47	1977	male	white	A
1104	37	12	46	1977	female	white	A
1105	36	17	60	1977	female	white	A
1106	49	10	29	1977	male	white	SD
1107	35	12	62	1977	female	white	SD
1108	73	12	60	1977	female	white	SD
1109	56	12	30	1977	female	white	A
1110	19	12	36	1977	female	white	D
1111	44	12	47	1977	male	white	D
1112	59	8	50	1977	male	white	A
1113	55	13	38	1977	female	white	A
1114	45	12	37	1977	male	white	D
1115	55	8	28	1977	female	white	SA
1116	27	14	33	1977	female	white	D
1117	20	12	36	1977	female	white	A
1118	24	13	30	1977	male	white	A
1119	38	12	36	1977	female	white	SD
1120	29	16	72	1977	male	white	D
1121	37	13	36	1977	female	white	A
1122	32	17	60	1977	female	white	A
1123	27	14	40	1977	male	white	A
1124	32	11	19	1977	female	white	SA
1125	28	14	46	1977	female	white	A
1126	45	14	50	1977	male	white	A
1127	63	12	33	1977	female	white	D
1128	40	13	41	1977	male	white	D
1129	28	12	28	1977	male	white	D
1130	19	11	14	1977	female	white	A
1131	37	14	70	1977	male	white	D
1132	67	11	58	1977	male	white	D
1133	65	12	62	1977	female	white	SA
1134	21	10	32	1977	male	white	SD
1135	59	20	54	1977	male	white	D
1136	71	14	36	1977	male	white	A
1137	56	12	40	1977	male	white	SD
1138	67	17	60	1977	female	white	D
1139	30	16	57	1977	male	white	SA
1140	44	18	63	1977	female	white	D
1141	42	11	22	1977	female	nonwhite	D
1142	20	8	36	1977	male	white	D
1143	22	12	41	1977	female	white	A
1144	86	14	17	1977	male	white	D
1145	23	12	46	1977	female	white	SD
1146	77	13	60	1977	female	white	SD
1147	23	12	17	1977	male	white	D
1148	77	16	45	1977	male	white	D
1149	20	12	22	1977	female	white	SA
1150	44	11	34	1977	female	white	SA
1151	43	10	39	1977	male	white	D
1152	20	12	29	1977	male	white	SD
1153	22	12	33	1977	male	white	D
1154	65	10	29	1977	female	white	SA
1155	62	11	19	1977	male	white	D
1156	27	17	69	1977	male	white	SD
1157	40	11	32	1977	female	white	A
1158	27	12	22	1977	male	white	A
1159	67	12	32	1977	female	white	D
1160	41	10	47	1977	male	white	D
1161	33	12	32	1977	male	white	D
1162	39	12	41	1977	female	white	SA
1163	87	8	36	1977	female	white	D
1164	48	12	46	1977	female	white	SA
1165	29	12	20	1977	female	white	D
1166	57	12	32	1977	female	white	D
1167	24	12	30	1977	male	white	D
1168	45	8	30	1977	male	white	D
1169	26	15	62	1977	female	white	SA
1170	80	5	45	1977	male	white	D
1171	22	12	27	1977	female	white	A
1172	29	13	42	1977	female	white	SA
1173	45	12	32	1977	male	white	D
1174	33	12	50	1977	female	white	SA
1175	40	16	54	1977	male	white	SD
1176	49	12	33	1977	male	white	SD
1177	34	12	33	1977	male	white	D
1178	34	11	44	1977	male	white	SA
1179	79	8	41	1977	male	white	A
1180	75	6	50	1977	male	white	D
1181	31	12	26	1977	female	white	D
1182	19	12	20	1977	female	white	A
1183	42	12	50	1977	male	white	D
1184	45	10	54	1977	male	white	D
1185	58	15	62	1977	female	white	SD
1186	46	10	27	1977	male	white	A
1187	58	8	40	1977	male	white	SD
1188	63	9	34	1977	female	white	SD
1189	61	12	29	1977	male	white	D
1190	57	8	27	1977	female	white	D
1191	22	14	46	1977	female	white	SA
1192	71	10	26	1977	male	white	SD
1193	70	5	36	1977	male	white	SD
1194	48	12	23	1977	male	white	A
1195	38	12	46	1977	female	white	SA
1196	59	12	32	1977	male	white	D
1197	72	6	26	1977	female	white	A
1198	54	13	33	1977	male	white	D
1199	64	6	26	1977	male	white	SA
1200	35	12	33	1977	male	white	D
1201	62	14	42	1977	female	white	A
1202	31	12	27	1977	female	white	D
1203	50	12	46	1977	female	white	A
1204	24	12	25	1977	female	white	D
1205	28	10	19	1977	male	white	A
1206	34	10	25	1977	female	white	SA
1207	71	4	23	1977	female	white	D
1208	42	9	32	1977	male	white	D
1209	33	6	29	1977	female	white	SD
1210	55	10	20	1977	female	white	D
1211	35	11	29	1977	male	white	A
1212	53	3	37	1977	male	white	SD
1213	42	10	19	1977	female	white	D
1214	27	12	17	1977	female	white	D
1215	24	9	17	1977	male	white	A
1216	41	7	36	1977	male	white	D
1217	34	12	47	1977	male	white	SD
1218	23	12	29	1977	female	white	A
1219	26	12	15	1977	male	white	SA
1220	42	10	27	1977	male	white	A
1221	45	5	18	1977	female	white	D
1222	33	12	40	1977	male	white	D
1223	44	12	50	1977	female	white	SD
1224	36	15	32	1977	male	white	A
1225	42	12	34	1977	female	white	SD
1226	36	12	49	1977	male	white	D
1227	32	8	40	1977	male	white	D
1228	21	13	34	1977	female	white	A
1229	42	16	60	1977	female	white	A
1230	33	11	30	1977	male	white	A
1231	74	10	50	1977	male	white	D
1232	21	12	48	1977	female	white	A
1233	51	10	27	1977	male	nonwhite	D
1234	54	0	40	1977	male	white	D
1235	42	8	33	1977	male	white	D
1236	41	14	50	1977	male	white	A
1237	31	17	34	1977	female	white	SA
1238	28	12	32	1977	male	white	SA
1239	38	17	60	1977	female	white	SA
1240	26	18	57	1977	male	white	D
1241	23	11	34	1977	female	white	A
1242	58	6	19	1977	female	white	A
1243	41	12	28	1977	male	white	A
1244	45	8	29	1977	male	white	D
1245	43	8	41	1977	female	white	D
1246	47	8	32	1977	male	white	SD
1247	52	12	25	1977	female	white	D
1248	28	12	37	1977	male	white	A
1249	58	12	25	1977	female	white	A
1250	22	13	27	1977	male	white	A
1251	25	16	36	1977	female	white	A
1252	68	10	41	1977	male	white	SD
1253	26	11	48	1977	female	white	A
1254	28	12	34	1977	female	white	A
1255	53	12	61	1977	male	white	SD
1256	40	12	36	1977	female	white	SA
1257	66	12	36	1977	male	white	D
1258	59	12	18	1977	female	white	D
1259	19	11	23	1977	male	white	D
1260	41	12	41	1977	male	white	SD
1261	69	10	18	1977	female	white	D
1262	59	12	41	1977	male	white	A
1263	21	12	17	1977	male	white	SA
1264	46	13	36	1977	female	white	SD
1265	45	11	32	1977	female	white	SD
1266	49	12	36	1977	female	white	SA
1267	27	18	63	1977	male	white	SA
1268	75	10	26	1977	female	white	D
1269	27	14	17	1977	male	white	SD
1270	51	10	32	1977	female	white	D
1271	69	14	31	1977	female	white	D
1272	30	12	35	1977	male	white	D
1273	56	14	41	1977	male	white	D
1274	77	8	41	1977	male	white	D
1275	72	8	17	1977	male	white	SD
1276	33	14	36	1977	female	white	D
1277	68	4	29	1977	male	nonwhite	SA
1278	55	13	50	1977	female	white	A
1279	33	10	39	1977	female	white	D
1280	58	4	17	1977	male	nonwhite	SD
1281	60	12	28	1977	male	white	D
1282	49	8	37	1977	male	white	D
1283	68	9	45	1977	male	white	D
1284	61	9	30	1977	male	white	D
1285	39	12	50	1977	female	white	SA
1286	41	8	27	1977	female	white	A
1287	34	12	36	1977	female	white	D
1288	39	8	19	1977	female	white	D
1289	39	8	33	1977	male	white	D
1290	24	12	36	1977	female	white	A
1291	33	11	14	1977	female	white	SA
1292	87	8	41	1977	male	white	D
1293	54	10	25	1977	female	white	D
1294	27	20	54	1977	male	white	D
1295	20	12	36	1977	female	white	SA
1296	49	16	71	1977	male	white	A
1297	36	16	69	1977	male	white	SD
1298	52	8	28	1977	male	white	D
1299	45	12	34	1977	female	white	D
1300	52	12	33	1977	female	white	SA
1301	50	12	38	1977	male	white	D
1302	27	12	20	1977	female	white	D
1303	71	8	30	1977	male	white	SD
1304	24	12	33	1977	male	white	A
1305	25	14	39	1977	female	white	D
1306	24	11	37	1977	male	white	D
1307	55	12	41	1977	male	white	D
1308	59	9	41	1977	male	white	SD
1309	41	8	19	1977	male	white	A
1310	69	8	41	1977	male	white	SD
1311	19	10	20	1977	female	white	D
1312	75	8	41	1977	male	white	SD
1313	56	8	41	1977	male	white	SD
1314	22	12	36	1977	female	white	A
1315	59	6	16	1977	male	white	SD
1316	69	8	33	1977	male	white	SA
1317	32	16	60	1977	male	white	A
1318	49	7	20	1977	female	white	SA
1319	59	12	55	1977	female	white	SD
1320	44	12	36	1977	female	white	SD
1321	59	6	18	1977	female	white	D
1322	57	11	31	1977	male	white	SD
1323	53	7	45	1977	male	white	SD
1324	32	12	46	1977	female	white	D
1325	58	12	14	1977	male	nonwhite	D
1326	81	5	17	1977	male	nonwhite	D
1327	57	4	18	1977	female	nonwhite	SD
1328	22	12	33	1977	male	white	A
1329	53	9	19	1977	male	white	SD
1330	43	5	25	1977	male	white	SD
1331	51	7	32	1977	male	white	D
1332	69	5	26	1977	female	white	SD
1333	57	7	19	1977	female	white	A
1334	56	17	63	1977	female	white	D
1335	22	15	17	1977	male	white	A
1336	22	8	18	1977	male	white	A
1337	41	12	26	1977	female	white	D
1338	35	7	18	1977	male	white	D
1339	53	7	25	1977	female	white	A
1340	53	8	23	1977	female	white	D
1341	21	14	32	1977	female	white	A
1342	33	14	50	1977	male	white	A
1343	54	10	39	1977	male	white	A
1344	36	12	32	1977	male	white	D
1345	70	6	50	1977	female	white	A
1346	42	8	28	1977	male	white	SA
1347	43	7	40	1977	female	white	SD
1348	24	9	29	1977	male	white	A
1349	42	8	41	1977	male	white	SD
1350	27	11	17	1977	male	white	A
1351	23	11	25	1977	male	white	SD
1352	32	9	40	1977	male	white	SD
1353	71	5	17	1977	male	white	SD
1354	69	14	22	1977	male	white	SD
1355	59	14	47	1977	male	white	A
1356	54	16	63	1977	female	white	SA
1357	57	7	15	1977	female	white	A
1358	73	6	33	1977	male	white	SD
1359	43	5	33	1977	male	white	D
1360	40	12	34	1977	female	white	SD
1361	28	12	25	1977	female	white	D
1362	70	16	60	1977	female	white	D
1363	41	12	36	1977	female	white	D
1364	52	6	32	1977	female	nonwhite	D
1365	52	12	48	1977	female	white	D
1366	63	3	41	1977	male	nonwhite	A
1367	46	11	28	1977	female	white	A
1368	50	7	18	1977	female	nonwhite	A
1369	45	8	29	1977	male	nonwhite	D
1370	28	10	36	1977	female	nonwhite	D
1371	36	10	36	1977	male	nonwhite	A
1372	44	16	63	1977	female	nonwhite	SA
1373	57	12	15	1977	female	white	D
1374	30	12	27	1977	male	white	A
1375	61	10	22	1977	male	white	D
1376	54	12	61	1977	female	white	A
1377	61	17	52	1977	female	white	A
1378	45	12	48	1977	female	white	D
1379	28	16	76	1977	male	white	A
1380	40	6	26	1989	male	nonwhite	A
1381	26	16	55	1989	male	white	SA
1382	27	13	55	1989	female	white	A
1383	55	9	36	1989	female	nonwhite	A
1384	65	12	36	1989	male	white	A
1385	38	12	17	1989	female	nonwhite	D
1386	40	16	46	1989	female	white	SA
1387	42	6	12	1989	female	nonwhite	SD
1388	42	12	45	1989	female	white	SA
1389	22	14	29	1989	male	white	A
1390	25	14	37	1989	male	nonwhite	D
1391	63	8	32	1989	female	white	D
1392	70	4	32	1989	male	nonwhite	SD
1393	29	12	46	1989	female	white	SD
1394	48	14	50	1989	female	white	A
1395	41	18	69	1989	female	nonwhite	D
1396	45	16	72	1989	male	nonwhite	A
1397	58	18	78	1989	male	white	SA
1398	50	14	34	1989	male	white	SA
1399	49	16	62	1989	female	white	D
1400	75	12	40	1989	male	white	A
1401	55	14	62	1989	female	white	A
1402	75	8	41	1989	male	white	SD
1403	50	16	62	1989	female	white	SD
1404	27	16	36	1989	female	white	A
1405	34	13	51	1989	male	white	D
1406	32	13	46	1989	female	nonwhite	SA
1407	35	14	31	1989	female	nonwhite	SA
1408	24	12	41	1989	female	nonwhite	SA
1409	72	14	42	1989	female	white	A
1410	31	14	50	1989	male	white	D
1411	88	10	39	1989	female	white	D
1412	78	9	18	1989	male	white	D
1413	79	8	18	1989	female	white	A
1414	47	12	50	1989	female	white	SD
1415	28	8	31	1989	female	nonwhite	A
1416	64	8	28	1989	female	nonwhite	A
1417	51	14	63	1989	female	nonwhite	A
1418	23	16	47	1989	male	nonwhite	A
1419	63	5	26	1989	female	nonwhite	D
1420	47	14	45	1989	male	white	SD
1421	28	14	17	1989	male	white	A
1422	51	12	27	1989	female	white	A
1423	31	17	51	1989	male	nonwhite	D
1424	26	10	39	1989	female	white	A
1425	81	14	63	1989	female	white	D
1426	25	12	36	1989	male	white	A
1427	65	10	38	1989	male	white	D
1428	44	10	17	1989	male	white	SA
1429	25	13	50	1989	female	white	A
1430	67	13	45	1989	female	white	SA
1431	52	9	49	1989	male	white	SA
1432	37	12	30	1989	male	white	A
1433	29	10	32	1989	female	white	A
1434	25	14	20	1989	male	white	D
1435	30	4	45	1989	male	white	A
1436	53	12	37	1989	male	white	D
1437	67	13	44	1989	female	white	SA
1438	28	15	46	1989	female	nonwhite	SA
1439	54	11	17	1989	female	nonwhite	A
1440	75	7	12	1989	female	white	A
1441	56	8	14	1989	female	nonwhite	SA
1442	69	12	61	1989	female	nonwhite	SA
1443	22	11	29	1989	male	nonwhite	SA
1444	59	13	40	1989	male	white	D
1445	37	15	40	1989	male	white	D
1446	68	12	46	1989	male	white	A
1447	34	18	50	1989	male	white	A
1448	25	11	31	1989	female	white	A
1449	53	16	35	1989	female	white	A
1450	33	16	50	1989	male	white	D
1451	28	12	31	1989	female	white	D
1452	42	15	50	1989	male	white	D
1453	48	12	33	1989	female	nonwhite	A
1454	48	14	48	1989	female	nonwhite	A
1455	56	12	18	1989	male	nonwhite	A
1456	29	17	46	1989	female	white	A
1457	45	13	36	1989	male	white	SA
1458	35	12	35	1989	male	white	SD
1459	50	12	40	1989	female	white	A
1460	38	12	50	1989	female	white	SA
1461	60	10	46	1989	female	white	A
1462	73	10	29	1989	male	white	D
1463	83	8	34	1989	male	white	D
1464	32	12	34	1989	female	white	D
1465	22	12	38	1989	male	white	A
1466	35	12	36	1989	female	nonwhite	SA
1467	44	13	45	1989	female	nonwhite	SA
1468	44	13	30	1989	male	nonwhite	D
1469	55	14	36	1989	female	nonwhite	SA
1470	46	16	52	1989	female	white	SA
1471	42	13	28	1989	male	white	A
1472	30	12	50	1989	male	white	D
1473	73	13	33	1989	female	white	D
1474	47	14	50	1989	female	nonwhite	SA
1475	38	17	49	1989	male	white	SA
1476	37	15	51	1989	female	white	SA
1477	41	12	50	1989	male	white	A
1478	34	13	36	1989	female	white	A
1479	41	18	50	1989	male	white	A
1480	59	19	43	1989	male	white	A
1481	61	16	60	1989	female	white	D
1482	46	16	50	1989	male	white	D
1483	32	20	78	1989	female	white	SA
1484	21	14	46	1989	male	nonwhite	D
1485	21	15	61	1989	female	nonwhite	SA
1486	38	19	76	1989	male	white	SA
1487	74	14	51	1989	female	white	A
1488	53	16	60	1989	female	white	A
1489	28	16	61	1989	female	white	A
1490	23	12	37	1989	male	white	A
1491	47	13	57	1989	female	nonwhite	SA
1492	43	13	40	1989	male	nonwhite	A
1493	56	16	62	1989	female	nonwhite	A
1494	38	15	60	1989	female	nonwhite	A
1495	28	12	36	1989	male	nonwhite	D
1496	41	12	34	1989	female	nonwhite	SA
1497	31	14	36	1989	female	nonwhite	SA
1498	38	14	37	1989	female	white	D
1499	30	16	60	1989	female	nonwhite	D
1500	36	18	51	1989	male	white	SA
1501	46	12	45	1989	female	white	A
1502	54	20	78	1989	female	white	D
1503	55	9	23	1989	male	white	SA
1504	28	17	51	1989	male	white	A
1505	38	12	30	1989	female	white	D
1506	26	17	52	1989	female	nonwhite	SA
1507	59	13	36	1989	female	nonwhite	D
1508	50	17	60	1989	male	nonwhite	SA
1509	34	18	51	1989	male	nonwhite	SA
1510	45	17	57	1989	male	white	A
1511	78	10	31	1989	female	white	D
1512	38	18	62	1989	female	white	SA
1513	71	13	29	1989	female	white	D
1514	59	17	44	1989	male	white	A
1515	83	4	42	1989	female	white	D
1516	24	14	40	1989	male	nonwhite	A
1517	47	10	18	1989	female	nonwhite	A
1518	89	8	18	1989	female	white	SD
1519	40	12	46	1989	female	nonwhite	SA
1520	45	16	61	1989	female	white	SA
1521	33	14	36	1989	female	white	SA
1522	29	11	50	1989	male	white	A
1523	21	12	50	1989	male	white	A
1524	60	13	34	1989	female	white	A
1525	34	14	50	1989	male	white	SA
1526	22	15	62	1989	female	white	A
1527	63	11	36	1989	female	white	D
1528	41	12	17	1989	male	white	SA
1529	42	13	39	1989	female	white	A
1530	38	13	22	1989	female	nonwhite	SA
1531	70	12	12	1989	female	nonwhite	SD
1532	61	16	52	1989	female	nonwhite	SA
