school	iq	test	ses	class.size	meanses	meaniq
662	45	11.5	36	18	20	23.556	12.083
663	45	7	15	13	20	23.556	12.083
664	45	10.5	37	24	20	23.556	12.083
665	45	11	38	15	20	23.556	12.083
666	45	11.5	47	27	20	23.556	12.083
667	45	12.5	36	16	20	23.556	12.083
668	45	11.5	37	21	20	23.556	12.083
669	45	13.5	43	45	20	23.556	12.083
670	45	13.5	48	45	20	23.556	12.083
671	45	11	45	17	20	23.556	12.083
672	45	12	48	45	20	23.556	12.083
673	45	12.5	47	23	20	23.556	12.083
674	45	12.5	40	15	20	23.556	12.083
675	45	12.5	51	16	20	23.556	12.083
676	45	13	45	21	20	23.556	12.083
677	45	14	51	15	20	23.556	12.083
678	45	15.5	52	32	20	23.556	12.083
679	45	12	47	16	20	23.556	12.083
680	47	10	30	NA	15	18.333	8.458
681	47	12	NA	20	15	18.333	8.458
682	47	6	25	NA	15	18.333	8.458
683	47	7	27	NA	15	18.333	8.458
684	47	10.5	29	17	15	18.333	8.458
685	47	7	15	18	15	18.333	8.458
686	47	10	29	20	15	18.333	8.458
687	47	11	20	10	15	18.333	8.458
688	47	4.5	23	10	15	18.333	8.458
689	47	6	27	20	15	18.333	8.458
690	47	10	22	25	15	18.333	8.458
691	47	7.5	23	25	15	18.333	8.458
692	48	5	16	11	19	18.875	10.882
693	48	10.5	NA	40	19	18.875	10.882
694	48	9.5	NA	12	19	18.875	10.882
695	48	7.5	25	NA	19	18.875	10.882
696	48	12	NA	20	19	18.875	10.882
697	48	16	NA	20	19	18.875	10.882
698	48	12.5	44	30	19	18.875	10.882
699	48	9	25	10	19	18.875	10.882
700	48	10.5	30	17	19	18.875	10.882
701	48	12	32	25	19	18.875	10.882
702	48	11	35	10	19	18.875	10.882
703	48	8.5	32	20	19	18.875	10.882
704	48	12	28	10	19	18.875	10.882
705	48	13.5	37	30	19	18.875	10.882
706	48	13	46	10	19	18.875	10.882
707	48	12.5	52	27	19	18.875	10.882
708	48	10	40	10	19	18.875	10.882
709	49	13	51	50	28	30.333	10.944
710	49	10.5	46	25	28	30.333	10.944
711	49	8	18	17	28	30.333	10.944
712	49	8.5	32	17	28	30.333	10.944
713	49	13.5	41	50	28	30.333	10.944
714	49	13.5	46	50	28	30.333	10.944
715	49	9	25	17	28	30.333	10.944
716	49	11	21	20	28	30.333	10.944
717	49	11.5	31	27	28	30.333	10.944
718	50	9.5	43	34	25	25.44	10.96
719	50	8.5	36	26	25	25.44	10.96
720	50	10.5	25	18	25	25.44	10.96
721	50	10	25	10	25	25.44	10.96
722	50	7	24	18	25	25.44	10.96
723	50	11.5	38	18	25	25.44	10.96
724	50	12	44	41	25	25.44	10.96
725	50	8	33	18	25	25.44	10.96
726	50	10	32	18	25	25.44	10.96
727	50	12	39	26	25	25.44	10.96
728	50	8	28	10	25	25.44	10.96
729	50	13.5	36	41	25	25.44	10.96
730	50	10.5	30	18	25	25.44	10.96
731	50	13.5	42	18	25	25.44	10.96
732	50	11	38	34	25	25.44	10.96
733	50	14	40	41	25	25.44	10.96
734	50	12.5	40	34	25	25.44	10.96
735	50	10.5	48	49	25	25.44	10.96
736	50	9.5	41	10	25	25.44	10.96
737	50	12.5	42	41	25	25.44	10.96
738	50	9.5	44	18	25	25.44	10.96
739	50	12	NA	18	25	25.44	10.96
740	50	7.5	44	41	25	25.44	10.96
741	50	16	54	18	25	25.44	10.96
742	50	14.5	50	18	25	25.44	10.96
743	52	10	NA	11	27	22.259	12.019
744	52	8.5	NA	21	27	22.259	12.019
745	52	11	NA	26	27	22.259	12.019
746	52	13.5	NA	19	27	22.259	12.019
747	52	11.5	NA	13	27	22.259	12.019
748	52	10.5	NA	13	27	22.259	12.019
749	52	10.5	25	13	27	22.259	12.019
750	52	10.5	28	10	27	22.259	12.019
751	52	13.5	39	30	27	22.259	12.019
752	52	11	25	45	27	22.259	12.019
753	52	14.5	49	43	27	22.259	12.019
754	52	11	34	18	27	22.259	12.019
755	52	15.5	36	20	27	22.259	12.019
756	52	10.5	19	13	27	22.259	12.019
757	52	11	48	28	27	22.259	12.019
758	52	11.5	22	15	27	22.259	12.019
759	52	17	47	35	27	22.259	12.019
760	52	12.5	47	15	27	22.259	12.019
761	52	12	44	20	27	22.259	12.019
762	52	12	35	20	27	22.259	12.019
763	52	17	43	33	27	22.259	12.019
764	52	7	38	10	27	22.259	12.019
765	52	13.5	44	15	27	22.259	12.019
766	52	11.5	37	25	27	22.259	12.019
767	52	13	44	35	27	22.259	12.019
768	52	11	32	15	27	22.259	12.019
769	52	13.5	42	40	27	22.259	12.019
770	53	12	45	30	21	25.333	12.725
771	53	10.5	34	21	21	25.333	12.725
772	53	9.5	NA	17	21	25.333	12.725
773	53	12	42	24	21	25.333	12.725
774	53	NA	27	24	21	25.333	12.725
775	53	13	42	26	21	25.333	12.725
776	53	11.5	42	21	21	25.333	12.725
777	53	10	36	21	21	25.333	12.725
778	53	13	50	26	21	25.333	12.725
779	53	11.5	43	26	21	25.333	12.725
780	53	11.5	46	24	21	25.333	12.725
781	53	11.5	43	37	21	25.333	12.725
782	53	17.5	53	28	21	25.333	12.725
783	53	13.5	52	17	21	25.333	12.725
784	53	15.5	46	40	21	25.333	12.725
785	53	13.5	57	28	21	25.333	12.725
786	53	13.5	51	32	21	25.333	12.725
787	53	13.5	49	26	21	25.333	12.725
788	53	14.5	51	24	21	25.333	12.725
789	53	15	51	20	21	25.333	12.725
790	53	12	39	20	21	25.333	12.725
791	54	NA	37	24	32	40.531	12.968
792	54	11	36	43	32	40.531	12.968
793	54	12.5	42	50	32	40.531	12.968
794	54	11.5	50	37	32	40.531	12.968
795	54	12	52	48	32	40.531	12.968
796	54	11	46	30	32	40.531	12.968
797	54	15.5	55	50	32	40.531	12.968
798	54	12.5	50	40	32	40.531	12.968
799	54	11.5	42	45	32	40.531	12.968
800	54	14.5	54	50	32	40.531	12.968
801	54	15.5	50	40	32	40.531	12.968
802	54	15	53	50	32	40.531	12.968
803	54	13	49	40	32	40.531	12.968
804	54	13.5	49	40	32	40.531	12.968
805	54	11.5	51	50	32	40.531	12.968
806	54	15.5	54	50	32	40.531	12.968
807	54	13.5	53	40	32	40.531	12.968
808	54	13	46	43	32	40.531	12.968
809	54	10.5	34	33	32	40.531	12.968
810	54	13	47	43	32	40.531	12.968
811	54	12	42	17	32	40.531	12.968
812	54	18	51	50	32	40.531	12.968
813	54	13	44	43	32	40.531	12.968
814	54	13	36	20	32	40.531	12.968
815	54	13.5	40	20	32	40.531	12.968
816	54	16.5	50	45	32	40.531	12.968
817	54	10.5	23	45	32	40.531	12.968
818	54	13	51	50	32	40.531	12.968
819	54	11.5	45	45	32	40.531	12.968
820	54	11.5	44	43	32	40.531	12.968
821	54	11.5	34	38	32	40.531	12.968
822	54	12	48	35	32	40.531	12.968
823	55	7	37	40	32	35.533	12.017
824	55	10.5	39	28	32	35.533	12.017
825	55	15.5	54	50	32	35.533	12.017
826	55	12.5	46	30	32	35.533	12.017
827	55	14.5	54	45	32	35.533	12.017
828	55	11	44	30	32	35.533	12.017
829	55	12.5	40	30	32	35.533	12.017
830	55	10	31	30	32	35.533	12.017
831	55	11	46	50	32	35.533	12.017
832	55	9.5	23	20	32	35.533	12.017
833	55	16	52	50	32	35.533	12.017
834	55	13.5	44	38	32	35.533	12.017
835	55	13	40	45	32	35.533	12.017
836	55	12.5	37	30	32	35.533	12.017
837	55	11.5	38	27	32	35.533	12.017
838	55	7	34	20	32	35.533	12.017
839	55	17.5	51	45	32	35.533	12.017
840	55	9.5	40	43	32	35.533	12.017
841	55	12	39	30	32	35.533	12.017
842	55	12.5	23	10	32	35.533	12.017
843	55	10.5	39	30	32	35.533	12.017
844	55	15.5	44	40	32	35.533	12.017
845	55	12.5	42	40	32	35.533	12.017
846	55	12	40	30	32	35.533	12.017
847	55	12	41	50	32	35.533	12.017
848	55	11	51	45	32	35.533	12.017
849	55	12.5	43	40	32	35.533	12.017
850	55	13	33	30	32	35.533	12.017
851	55	10.5	42	35	32	35.533	12.017
852	55	12	48	35	32	35.533	12.017
853	56	9.5	NA	24	16	26.385	12.192
854	56	13.5	NA	25	16	26.385	12.192
855	56	12	NA	24	16	26.385	12.192
856	56	11	NA	28	16	26.385	12.192
857	56	11.5	NA	30	16	26.385	12.192
858	56	9	NA	15	16	26.385	12.192
859	56	12	NA	19	16	26.385	12.192
860	56	12.5	NA	19	16	26.385	12.192
861	56	11.5	NA	26	16	26.385	12.192
862	56	13	NA	37	16	26.385	12.192
863	56	15.5	NA	45	16	26.385	12.192
864	56	13.5	NA	33	16	26.385	12.192
865	56	14	NA	18	16	26.385	12.192
866	57	NA	39	34	31	39.346	11.962
867	57	8	22	NA	31	39.346	11.962
868	57	14	NA	49	31	39.346	11.962
869	57	12	33	20	31	39.346	11.962
870	57	12	33	30	31	39.346	11.962
871	57	11.5	33	40	31	39.346	11.962
872	57	13	39	40	31	39.346	11.962
873	57	12	47	40	31	39.346	11.962
874	57	13	42	30	31	39.346	11.962
875	57	13.5	44	50	31	39.346	11.962
876	57	14	50	40	31	39.346	11.962
877	57	11.5	33	30	31	39.346	11.962
878	57	13	41	40	31	39.346	11.962
879	57	8.5	45	40	31	39.346	11.962
880	57	11	40	45	31	39.346	11.962
881	57	13	52	35	31	39.346	11.962
882	57	10.5	45	45	31	39.346	11.962
883	57	15	55	50	31	39.346	11.962
884	57	11.5	35	40	31	39.346	11.962
885	57	11.5	54	50	31	39.346	11.962
886	57	15.5	42	50	31	39.346	11.962
887	57	12	41	50	31	39.346	11.962
888	57	11	45	40	31	39.346	11.962
889	57	10	29	40	31	39.346	11.962
890	57	7.5	26	35	31	39.346	11.962
891	57	15.5	53	30	31	39.346	11.962
892	57	11	41	30	31	39.346	11.962
893	58	13	29	NA	NA	36.067	12.286
894	58	12.5	30	21	NA	36.067	12.286
895	58	10.5	30	NA	NA	36.067	12.286
896	58	11	42	28	NA	36.067	12.286
897	58	8	23	20	NA	36.067	12.286
898	58	10.5	27	NA	NA	36.067	12.286
899	58	12	41	44	NA	36.067	12.286
900	58	12	31	19	NA	36.067	12.286
901	58	12	39	NA	NA	36.067	12.286
902	58	13	38	32	NA	36.067	12.286
903	58	11	26	46	NA	36.067	12.286
904	58	11.5	48	NA	NA	36.067	12.286
905	58	11	40	49	NA	36.067	12.286
906	58	10.5	39	NA	NA	36.067	12.286
907	58	16	46	41	NA	36.067	12.286
908	58	12	41	40	NA	36.067	12.286
909	58	10.5	46	34	NA	36.067	12.286
910	58	15.5	50	43	NA	36.067	12.286
911	58	13.5	51	43	NA	36.067	12.286
912	58	14.5	53	40	NA	36.067	12.286
913	58	17.5	53	41	NA	36.067	12.286
914	60	11	NA	35	26	34.538	11.423
915	60	7.5	33	NA	26	34.538	11.423
916	60	10	38	31	26	34.538	11.423
917	60	NA	30	22	26	34.538	11.423
918	60	9.5	22	50	26	34.538	11.423
919	60	12.5	41	33	26	34.538	11.423
920	60	11.5	31	33	26	34.538	11.423
921	60	13.5	48	25	26	34.538	11.423
922	60	8	26	33	26	34.538	11.423
923	60	13	36	40	26	34.538	11.423
924	60	12	47	50	26	34.538	11.423
925	60	14	48	37	26	34.538	11.423
926	60	14	52	40	26	34.538	11.423
927	60	12	37	20	26	34.538	11.423
928	61	14.5	33	26	27	27.625	12.185
929	61	10	47	NA	27	27.625	12.185
930	61	12	NA	41	27	27.625	12.185
931	61	13.5	NA	33	27	27.625	12.185
932	61	12	46	NA	27	27.625	12.185
933	61	15	NA	33	27	27.625	12.185
934	61	14.5	49	NA	27	27.625	12.185
935	61	11.5	45	23	27	27.625	12.185
936	61	7.5	19	10	27	27.625	12.185
937	61	15	50	25	27	27.625	12.185
938	61	9	39	30	27	27.625	12.185
939	61	15	40	27	27	27.625	12.185
940	61	8	29	20	27	27.625	12.185
941	61	10	49	50	27	27.625	12.185
942	61	15	51	30	27	27.625	12.185
943	61	16	56	37	27	27.625	12.185
944	61	11.5	41	10	27	27.625	12.185
945	61	13	27	18	27	27.625	12.185
946	61	10.5	31	10	27	27.625	12.185
947	61	12.5	48	43	27	27.625	12.185
948	61	12	40	37	27	27.625	12.185
949	61	11	33	27	27	27.625	12.185
950	61	11.5	38	30	27	27.625	12.185
951	61	10	40	25	27	27.625	12.185
952	61	10.5	39	23	27	27.625	12.185
953	61	14.5	43	25	27	27.625	12.185
954	61	13.5	46	30	27	27.625	12.185
955	62	11.5	44	28	26	36.273	13.545
956	62	16	51	25	26	36.273	13.545
957	62	10.5	47	50	26	36.273	13.545
958	62	17.5	49	40	26	36.273	13.545
959	62	13.5	43	50	26	36.273	13.545
960	62	12.5	43	30	26	36.273	13.545
961	62	14.5	53	30	26	36.273	13.545
962	62	12	40	45	26	36.273	13.545
963	62	12.5	53	50	26	36.273	13.545
964	62	13.5	48	30	26	36.273	13.545
965	62	14	36	30	26	36.273	13.545
966	62	12	50	30	26	36.273	13.545
967	62	17.5	54	30	26	36.273	13.545
968	62	12	42	40	26	36.273	13.545
969	62	13	51	20	26	36.273	13.545
970	62	11.5	43	20	26	36.273	13.545
971	62	16	51	40	26	36.273	13.545
972	62	17.5	53	50	26	36.273	13.545
973	62	14.5	49	50	26	36.273	13.545
974	62	11.5	41	30	26	36.273	13.545
975	62	11.5	44	30	26	36.273	13.545
976	62	13	41	50	26	36.273	13.545
977	64	10	36	20	23	30.955	12.119
978	64	10.5	36	25	23	30.955	12.119
979	64	12.5	46	23	23	30.955	12.119
980	64	NA	31	23	23	30.955	12.119
981	64	13.5	27	34	23	30.955	12.119
982	64	12	41	31	23	30.955	12.119
983	64	11.5	39	38	23	30.955	12.119
984	64	11	47	37	23	30.955	12.119
985	64	10	41	28	23	30.955	12.119
986	64	13	37	29	23	30.955	12.119
987	64	9.5	26	11	23	30.955	12.119
988	64	12.5	44	17	23	30.955	12.119
989	64	10	43	19	23	30.955	12.119
990	64	13	44	45	23	30.955	12.119
991	64	10.5	34	11	23	30.955	12.119
992	64	13.5	47	45	23	30.955	12.119
993	64	12.5	46	43	23	30.955	12.119
994	64	13	50	39	23	30.955	12.119
995	64	13	52	31	23	30.955	12.119
996	64	13.5	56	46	23	30.955	12.119
997	64	14	52	41	23	30.955	12.119
998	64	15.5	51	45	23	30.955	12.119
999	65	15	57	18	32	29.773	12.568
1000	65	11	51	30	32	29.773	12.568
1001	65	10	43	25	32	29.773	12.568
1002	65	16	43	13	32	29.773	12.568
1003	65	12.5	43	43	32	29.773	12.568
1004	65	12	43	15	32	29.773	12.568
1005	65	11.5	54	43	32	29.773	12.568
1006	65	9.5	33	13	32	29.773	12.568
1007	65	14.5	55	37	32	29.773	12.568
1008	65	13.5	47	40	32	29.773	12.568
1009	65	11.5	36	33	32	29.773	12.568
1010	65	12.5	55	50	32	29.773	12.568
1011	65	12	41	10	32	29.773	12.568
1012	65	12	54	28	32	29.773	12.568
1013	65	14.5	50	37	32	29.773	12.568
1014	65	11.5	54	37	32	29.773	12.568
1015	65	12	47	35	32	29.773	12.568
1016	65	12	41	13	32	29.773	12.568
1017	65	13.5	50	30	32	29.773	12.568
1018	65	13.5	43	30	32	29.773	12.568
1019	65	11.5	50	30	32	29.773	12.568
1020	65	14.5	52	45	32	29.773	12.568
1021	66	9	32	17	30	30.636	12.227
1022	66	14	52	40	30	30.636	12.227
1023	66	10.5	21	17	30	30.636	12.227
1024	66	11	36	30	30	30.636	12.227
1025	66	11	49	37	30	30.636	12.227
1026	66	11	37	33	30	30.636	12.227
1027	66	10.5	28	33	30	30.636	12.227
1028	66	16.5	50	37	30	30.636	12.227
1029	66	14	47	30	30	30.636	12.227
1030	66	11.5	35	30	30	30.636	12.227
1031	66	15.5	52	33	30	30.636	12.227
1032	67	15.5	52	37	28	28.808	12.212
1033	67	11	39	20	28	28.808	12.212
1034	67	12	25	20	28	28.808	12.212
1035	67	10.5	25	27	28	28.808	12.212
1036	67	13	38	30	28	28.808	12.212
1037	67	11.5	31	23	28	28.808	12.212
1038	67	9	26	17	28	28.808	12.212
1039	67	12.5	35	23	28	28.808	12.212
1040	67	12.5	29	37	28	28.808	12.212
1041	67	9.5	32	30	28	28.808	12.212
1042	67	13	34	27	28	28.808	12.212
1043	67	13.5	51	40	28	28.808	12.212
1044	67	15	47	30	28	28.808	12.212
1045	67	15.5	39	33	28	28.808	12.212
1046	67	13	39	27	28	28.808	12.212
1047	67	11.5	27	43	28	28.808	12.212
1048	67	16	45	40	28	28.808	12.212
1049	67	10	32	23	28	28.808	12.212
1050	67	10.5	41	27	28	28.808	12.212
1051	67	10.5	38	28	28	28.808	12.212
1052	67	14	40	37	28	28.808	12.212
1053	67	16	39	20	28	28.808	12.212
1054	67	9.5	29	30	28	28.808	12.212
1055	67	11	40	20	28	28.808	12.212
1056	67	10.5	32	40	28	28.808	12.212
1057	67	11	17	20	28	28.808	12.212
1058	68	11	NA	17	23	20	12.762
1059	68	15	50	20	23	20	12.762
1060	68	13.5	38	18	23	20	12.762
1061	68	14	47	20	23	20	12.762
1062	68	15	41	23	23	20	12.762
1063	68	14.5	50	20	23	20	12.762
1064	68	11.5	38	25	23	20	12.762
1065	68	13.5	47	15	23	20	12.762
1066	68	11	27	18	23	20	12.762
1067	68	13	42	20	23	20	12.762
1068	68	10.5	27	15	23	20	12.762
1069	68	12	43	23	23	20	12.762
1070	68	13.5	43	23	23	20	12.762
1071	68	12.5	39	20	23	20	12.762
1072	68	9.5	43	18	23	20	12.762
1073	68	17	53	30	23	20	12.762
1074	68	14	54	25	23	20	12.762
1075	68	14.5	47	15	23	20	12.762
1076	68	8.5	37	20	23	20	12.762
1077	68	13.5	40	15	23	20	12.762
1078	68	10.5	27	20	23	20	12.762
1079	69	14	41	19	23	23.409	12.674
1080	69	16	42	19	23	23.409	12.674
1081	69	12.5	NA	NA	23	23.409	12.674
1082	69	9	27	19	23	23.409	12.674
1083	69	14	43	19	23	23.409	12.674
1084	69	13.5	44	41	23	23.409	12.674
1085	69	10.5	26	19	23	23.409	12.674
1086	69	12	41	41	23	23.409	12.674
1087	69	12.5	43	15	23	23.409	12.674
1088	69	15	52	19	23	23.409	12.674
1089	69	12	30	15	23	23.409	12.674
1090	69	14	35	19	23	23.409	12.674
1091	69	11.5	39	36	23	23.409	12.674
1092	69	11	33	15	23	23.409	12.674
1093	69	15	50	19	23	23.409	12.674
1094	69	11.5	44	32	23	23.409	12.674
1095	69	12.5	45	15	23	23.409	12.674
1096	69	12	36	19	23	23.409	12.674
1097	69	11.5	41	49	23	23.409	12.674
1098	69	11.5	44	19	23	23.409	12.674
1099	69	11	34	24	23	23.409	12.674
1100	69	12.5	49	15	23	23.409	12.674
1101	69	16.5	51	27	23	23.409	12.674
1102	70	11.5	49	41	28	42.353	11.618
1103	70	10.5	38	41	28	42.353	11.618
1104	70	9.5	42	46	28	42.353	11.618
1105	70	11.5	32	32	28	42.353	11.618
1106	70	13.5	43	38	28	42.353	11.618
1107	70	13	37	47	28	42.353	11.618
1108	70	10	36	47	28	42.353	11.618
1109	70	11.5	44	47	28	42.353	11.618
1110	70	12.5	53	45	28	42.353	11.618
1111	70	8.5	36	34	28	42.353	11.618
1112	70	12.5	50	49	28	42.353	11.618
1113	70	7	39	39	28	42.353	11.618
1114	70	13	46	41	28	42.353	11.618
1115	70	15	47	49	28	42.353	11.618
1116	70	13.5	46	49	28	42.353	11.618
1117	70	11	40	26	28	42.353	11.618
1118	70	13.5	47	49	28	42.353	11.618
1119	71	9	NA	32	42	34.2	11.7
1120	71	12.5	26	30	42	34.2	11.7
1121	71	11.5	NA	39	42	34.2	11.7
1122	71	10	44	49	42	34.2	11.7
1123	71	10	NA	19	42	34.2	11.7
1124	71	12.5	NA	32	42	34.2	11.7
1125	71	11.5	34	11	42	34.2	11.7
1126	71	9.5	47	37	42	34.2	11.7
1127	71	12	45	28	42	34.2	11.7
1128	71	12	39	35	42	34.2	11.7
1129	71	13	NA	35	42	34.2	11.7
1130	71	12.5	NA	40	42	34.2	11.7
1131	71	13	NA	30	42	34.2	11.7
1132	71	14	NA	47	42	34.2	11.7
1133	71	12.5	50	49	42	34.2	11.7
1134	72	13.5	36	42	NA	38.571	12.643
1135	72	10.5	47	40	NA	38.571	12.643
1136	72	10.5	30	31	NA	38.571	12.643
1137	72	10	38	40	NA	38.571	12.643
1138	72	14.5	51	40	NA	38.571	12.643
1139	72	13	50	32	NA	38.571	12.643
1140	72	16.5	52	45	NA	38.571	12.643
1141	74	7.5	22	17	29	27.455	10.591
1142	74	11.5	25	23	29	27.455	10.591
1143	74	11	25	26	29	27.455	10.591
1144	74	13	34	37	29	27.455	10.591
1145	74	10	37	20	29	27.455	10.591
1146	74	12	42	37	29	27.455	10.591
1147	74	10	28	20	29	27.455	10.591
1148	74	7.5	27	23	29	27.455	10.591
1149	74	11	40	34	29	27.455	10.591
1150	74	10.5	24	31	29	27.455	10.591
1151	74	12.5	45	34	29	27.455	10.591
1152	76	9.5	30	NA	17	24.625	10.471
1153	76	11.5	41	18	17	24.625	10.471
1154	76	10	34	18	17	24.625	10.471
1155	76	12.5	43	38	17	24.625	10.471
1156	76	12.5	37	38	17	24.625	10.471
1157	76	11	37	18	17	24.625	10.471
1158	76	11.5	42	18	17	24.625	10.471
1159	76	9	25	20	17	24.625	10.471
1160	76	9	33	20	17	24.625	10.471
1161	76	6.5	16	17	17	24.625	10.471
1162	76	9.5	34	23	17	24.625	10.471
1163	76	12	40	33	17	24.625	10.471
1164	76	9.5	30	45	17	24.625	10.471
1165	76	13	47	20	17	24.625	10.471
1166	76	8.5	36	15	17	24.625	10.471
1167	76	16	52	33	17	24.625	10.471
1168	76	6.5	28	20	17	24.625	10.471
1169	77	10	19	29	NA	32.278	12.361
1170	77	8	31	19	NA	32.278	12.361
1171	77	11.5	42	46	NA	32.278	12.361
1172	77	12.5	39	49	NA	32.278	12.361
1173	77	12.5	45	24	NA	32.278	12.361
1174	77	10.5	30	49	NA	32.278	12.361
1175	77	12	46	29	NA	32.278	12.361
1176	77	15.5	49	41	NA	32.278	12.361
1177	77	12	39	24	NA	32.278	12.361
1178	77	10.5	42	41	NA	32.278	12.361
1179	77	13	43	19	NA	32.278	12.361
1180	77	15.5	49	27	NA	32.278	12.361
1181	77	13.5	30	16	NA	32.278	12.361
1182	77	12.5	51	49	NA	32.278	12.361
1183	77	12.5	46	27	NA	32.278	12.361
1184	77	12.5	41	24	NA	32.278	12.361
1185	77	15	54	49	NA	32.278	12.361
1186	77	13	55	19	NA	32.278	12.361
1187	78	10.5	26	NA	23	29.053	11.522
1188	78	9.5	34	NA	23	29.053	11.522
1189	78	11.5	32	NA	23	29.053	11.522
1190	78	12.5	NA	43	23	29.053	11.522
1191	78	15	50	43	23	29.053	11.522
1192	78	11	NA	NA	23	29.053	11.522
1193	78	8.5	37	33	23	29.053	11.522
1194	78	15	43	27	23	29.053	11.522
1195	78	15.5	50	25	23	29.053	11.522
1196	78	10.5	35	38	23	29.053	11.522
1197	78	12	37	13	23	29.053	11.522
1198	78	11	32	17	23	29.053	11.522
1199	78	10.5	34	30	23	29.053	11.522
1200	78	14	49	45	23	29.053	11.522
1201	78	12.5	34	47	23	29.053	11.522
1202	78	11.5	34	33	23	29.053	11.522
1203	78	12	39	17	23	29.053	11.522
1204	78	8	40	20	23	29.053	11.522
1205	78	11	34	17	23	29.053	11.522
1206	78	12.5	51	30	23	29.053	11.522
1207	78	10	49	20	23	29.053	11.522
1208	78	8.5	39	27	23	29.053	11.522
1209	78	12	37	27	23	29.053	11.522
1210	79	8	45	33	17	29.929	12.036
1211	79	13	48	33	17	29.929	12.036
1212	79	9.5	40	20	17	29.929	12.036
1213	79	11	36	23	17	29.929	12.036
1214	79	13.5	44	45	17	29.929	12.036
1215	79	13	48	33	17	29.929	12.036
1216	79	14.5	49	37	17	29.929	12.036
1217	79	9	31	25	17	29.929	12.036
1218	79	13	41	43	17	29.929	12.036
1219	79	11	42	20	17	29.929	12.036
1220	79	15.5	46	37	17	29.929	12.036
1221	79	11.5	28	20	17	29.929	12.036
1222	79	12.5	45	20	17	29.929	12.036
1223	79	13.5	46	30	17	29.929	12.036
1224	80	12	35	NA	28	27.857	10.911
1225	80	12.5	44	NA	28	27.857	10.911
1226	80	10	33	NA	28	27.857	10.911
1227	80	11	39	NA	28	27.857	10.911
1228	80	9.5	41	NA	28	27.857	10.911
1229	80	12	36	NA	28	27.857	10.911
1230	80	11	40	NA	28	27.857	10.911
1231	80	9	26	25	28	27.857	10.911
1232	80	7	28	17	28	27.857	10.911
1233	80	9.5	46	20	28	27.857	10.911
1234	80	12	42	40	28	27.857	10.911
1235	80	12	48	40	28	27.857	10.911
1236	80	11.5	41	20	28	27.857	10.911
1237	80	10	45	43	28	27.857	10.911
1238	80	11	45	47	28	27.857	10.911
1239	80	13.5	45	20	28	27.857	10.911
1240	80	11.5	50	47	28	27.857	10.911
1241	80	7.5	24	17	28	27.857	10.911
1242	80	14	54	50	28	27.857	10.911
1243	80	7.5	20	17	28	27.857	10.911
1244	80	13.5	52	50	28	27.857	10.911
1245	80	11	44	33	28	27.857	10.911
1246	80	10	45	17	28	27.857	10.911
1247	80	9.5	34	10	28	27.857	10.911
1248	80	11	46	10	28	27.857	10.911
1249	80	12	39	15	28	27.857	10.911
1250	80	14	51	30	28	27.857	10.911
1251	80	10.5	28	17	28	27.857	10.911
1252	83	12	40	28	29	33.481	12.37
1253	83	12	53	41	29	33.481	12.37
1254	83	10	47	49	29	33.481	12.37
1255	83	13	41	34	29	33.481	12.37
1256	83	12.5	42	34	29	33.481	12.37
1257	83	10	35	11	29	33.481	12.37
1258	83	11	29	23	29	33.481	12.37
1259	83	12	49	41	29	33.481	12.37
1260	83	9.5	44	23	29	33.481	12.37
1261	83	12	42	36	29	33.481	12.37
1262	83	13.5	51	49	29	33.481	12.37
1263	83	10	35	28	29	33.481	12.37
1264	83	14	53	38	29	33.481	12.37
1265	83	13.5	47	28	29	33.481	12.37
1266	83	13	50	31	29	33.481	12.37
1267	83	11	34	23	29	33.481	12.37
1268	83	13.5	47	29	29	33.481	12.37
1269	83	12.5	47	26	29	33.481	12.37
1270	83	13	46	31	29	33.481	12.37
1271	83	15.5	56	43	29	33.481	12.37
1272	83	12	41	20	29	33.481	12.37
1273	83	14	33	39	29	33.481	12.37
1274	83	13	47	36	29	33.481	12.37
1275	83	11	41	40	29	33.481	12.37
1276	83	16.5	53	37	29	33.481	12.37
1277	83	12	53	43	29	33.481	12.37
1278	83	12	57	43	29	33.481	12.37
1279	84	11.5	35	32	30	30.25	13.048
1280	84	13	39	29	30	30.25	13.048
1281	84	15.5	32	19	30	30.25	13.048
1282	84	12	38	19	30	30.25	13.048
1283	84	11	41	33	30	30.25	13.048
1284	84	11	41	20	30	30.25	13.048
1285	84	13	38	30	30	30.25	13.048
1286	84	12	46	NA	30	30.25	13.048
1287	84	14	45	17	30	30.25	13.048
1288	84	12	57	39	30	30.25	13.048
1289	84	11.5	45	26	30	30.25	13.048
1290	84	12	47	21	30	30.25	13.048
1291	84	11.5	41	20	30	30.25	13.048
1292	84	14.5	46	29	30	30.25	13.048
1293	84	14	47	49	30	30.25	13.048
1294	84	13	53	27	30	30.25	13.048
1295	84	16.5	57	46	30	30.25	13.048
1296	84	12	46	49	30	30.25	13.048
1297	84	15.5	54	46	30	30.25	13.048
1298	84	15	50	26	30	30.25	13.048
1299	84	13.5	53	28	30	30.25	13.048
1300	85	8.5	26	19	20	31.722	11.722
1301	85	8.5	38	19	20	31.722	11.722
1302	85	11.5	30	41	20	31.722	11.722
1303	85	10.5	40	20	20	31.722	11.722
1304	85	11.5	41	47	20	31.722	11.722
1305	85	12	51	40	20	31.722	11.722
1306	85	10.5	32	20	20	31.722	11.722
1307	85	11.5	44	34	20	31.722	11.722
